asset,published_at_utc,published_at_local,date_local,history_file,entry_ts_utc,entry_close,max_up_pct_24,max_down_pct_24,close_change_pct_24,range_pct_24,max_up_pct_48,max_down_pct_48,close_change_pct_48,range_pct_48,max_up_pct_168,max_down_pct_168,close_change_pct_168,range_pct_168,max_up_pct_336,max_down_pct_336,close_change_pct_336,range_pct_336,t_hit_up_0p5,t_hit_down_0p5,mdd_before_hit_up_0p5,t_hit_up_1,t_hit_down_1,mdd_before_hit_up_1,t_hit_up_2,t_hit_down_2,mdd_before_hit_up_2,t_hit_up_3,t_hit_down_3,mdd_before_hit_up_3,t_hit_up_5,t_hit_down_5,mdd_before_hit_up_5
ETH-USDT,2025-12-23T07:02:21+00:00,2025-12-23T09:02:21+02:00,2025-12-23,data/history/2025-12-23/2025-12-23T07-02-21Z.json,1766473200,2964.33,0.6625,-1.9418,-0.9877,2.6043,0.6625,-2.5611,-0.7118,3.2237,3.0398,-2.5611,-0.5725,5.6009,10.1632,-2.5611,9.1589,12.7243,13,6,-1.9418,67,6,-2.5611,140,31,-2.5611,141,,-2.5611,249,,-2.5611
ETH-USDT,2025-12-23T07:45:05+00:00,2025-12-23T09:45:05+02:00,2025-12-23,data/history/2025-12-23/2025-12-23T07-45-05Z.json,1766473200,2965.36,0.6276,-1.9758,-1.0221,2.6034,0.6276,-2.595,-0.7463,3.2225,3.004,-2.595,-0.607,5.599,10.1249,-2.595,9.121,12.7199,13,6,-1.9758,139,6,-2.595,140,31,-2.595,141,,-2.595,249,,-2.595
ETH-USDT,2025-12-23T08:58:25+00:00,2025-12-23T10:58:25+02:00,2025-12-23,data/history/2025-12-23/2025-12-23T08-58-25Z.json,1766476800,2961.39,0.7625,-1.8444,-1.3045,2.6069,0.7625,-2.4644,-1.0279,3.2269,3.1421,-2.4644,0.7743,5.6065,10.2725,-2.4644,8.7631,12.7369,12,5,-1.8444,66,5,-2.4644,139,30,-2.4644,140,,-2.4644,248,,-2.4644
ETH-USDT,2025-12-23T09:49:26+00:00,2025-12-23T11:49:26+02:00,2025-12-23,data/history/2025-12-23/2025-12-23T09-49-26Z.json,1766480400,2963.62,0.6867,-1.9183,-1.4435,2.6049,0.6867,-2.5378,-1.1887,3.2244,3.0645,-2.5378,0.5018,5.6023,10.1896,-2.5378,8.5976,12.7273,11,4,-1.9183,65,4,-2.5378,138,29,-2.5378,139,,-2.5378,247,,-2.5378
ETH-USDT,2025-12-23T10:51:57+00:00,2025-12-23T12:51:57+02:00,2025-12-23,data/history/2025-12-23/2025-12-23T10-51-57Z.json,1766484000,2969.88,0.4744,-2.125,-1.3657,2.5994,0.4744,-2.7432,-1.7381,3.2176,2.8473,-2.7432,0.3404,5.5905,9.9573,-2.7432,8.6889,12.7005,64,2,-2.7432,136,3,-2.7432,137,5,-2.7432,240,,-2.7432,246,,-2.7432
ETH-USDT,2025-12-23T11:37:14+00:00,2025-12-23T13:37:14+02:00,2025-12-23,data/history/2025-12-23/2025-12-23T11-37-14Z.json,1766487600,2969.77,0.4782,-2.1214,-1.2984,2.5995,0.4782,-2.7396,-1.5163,3.2178,2.8511,-2.7396,0.2509,5.5907,9.9614,-2.7396,9.1371,12.701,63,1,-2.7396,135,2,-2.7396,136,4,-2.7396,239,,-2.7396,245,,-2.7396
ETH-USDT,2025-12-23T13:50:43+00:00,2025-12-23T15:50:43+02:00,2025-12-23,data/history/2025-12-23/2025-12-23T13-50-43Z.json,1766494800,2942.0,1.4266,-1.1975,-0.4646,2.6241,1.4266,-1.8215,-0.4065,3.2481,3.8219,-1.8215,1.278,5.6434,10.9993,-1.8215,9.9823,12.8209,3,1,-1.1975,7,2,-1.1975,133,,-1.8215,134,,-1.8215,242,,-1.8215
ETH-USDT,2025-12-23T14:49:31+00:00,2025-12-23T16:49:31+02:00,2025-12-23,data/history/2025-12-23/2025-12-23T14-49-31Z.json,1766498400,2931.12,1.8031,-1.4571,-0.6039,3.2602,1.8031,-1.4571,0.0723,3.2602,4.2073,-1.4571,1.3162,5.6644,12.8726,-1.4571,12.689,14.3297,2,1,-0.8307,2,24,-0.8307,60,,-1.4571,133,,-1.4571,241,,-1.4571
ETH-USDT,2025-12-23T15:45:41+00:00,2025-12-23T17:45:41+02:00,2025-12-23,data/history/2025-12-23/2025-12-23T15-45-41Z.json,1766502000,2920.56,2.1712,-1.1008,-0.1373,3.272,2.1712,-1.1008,1.6404,3.272,4.5841,-1.1008,2.1095,5.6849,13.2807,-1.1008,12.7842,14.3815,1,23,0.0,1,23,0.0,5,,-0.3958,131,,-1.1008,235,,-1.1008
ETH-USDT,2025-12-23T16:57:29+00:00,2025-12-23T18:57:29+02:00,2025-12-23,data/history/2025-12-23/2025-12-23T16-57-29Z.json,1766505600,2958.18,0.8718,-2.3585,-0.6088,3.2304,0.8718,-2.3585,-0.2556,3.2304,3.254,-2.3585,0.74,5.6126,11.8401,-2.3585,9.4873,14.1986,4,1,-1.6625,58,2,-2.3585,130,22,-2.3585,131,,-2.3585,240,,-2.3585
ETH-USDT,2025-12-23T17:45:37+00:00,2025-12-23T19:45:37+02:00,2025-12-23,data/history/2025-12-23/2025-12-23T17-45-37Z.json,1766509200,2938.55,1.5457,-1.7063,0.2198,3.2519,1.5457,-1.7063,0.3328,3.2519,3.9438,-1.7063,1.4664,5.6501,12.5872,-1.7063,10.6318,14.2934,2,1,-1.0056,3,1,-1.0056,129,,-1.7063,130,,-1.7063,238,,-1.7063
ETH-USDT,2025-12-23T18:59:42+00:00,2025-12-23T20:59:42+02:00,2025-12-23,data/history/2025-12-23/2025-12-23T18-59-42Z.json,1766512800,2947.52,1.2366,-2.0054,-0.2144,3.242,1.2366,-2.0054,0.3888,3.242,3.6275,-2.0054,0.84,5.6329,12.2445,-2.0054,9.4072,14.2499,2,8,-0.4923,2,15,-0.4923,128,20,-2.0054,129,,-2.0054,237,,-2.0054
ETH-USDT,2025-12-23T19:32:26+00:00,2025-12-23T21:32:26+02:00,2025-12-23,data/history/2025-12-23/2025-12-23T19-32-26Z.json,1766516400,2934.05,1.7014,-1.5555,0.3449,3.2569,1.7014,-1.5555,0.8493,3.2569,4.1032,-1.5555,1.1036,5.6587,12.7598,-1.5555,9.9245,14.3154,1,14,0.0,1,19,0.0,55,,-1.5555,128,,-1.5555,236,,-1.5555
ETH-USDT,2025-12-23T20:44:34+00:00,2025-12-23T22:44:34+02:00,2025-12-23,data/history/2025-12-23/2025-12-23T20-44-34Z.json,1766520000,2979.46,0.0349,-3.0559,-1.1046,3.0908,0.0349,-3.0559,-1.0586,3.0908,2.5166,-3.0559,-0.3793,5.5725,11.0413,-3.0559,8.9543,14.0972,54,1,-3.0559,126,6,-3.0559,127,13,-3.0559,230,18,-3.0559,236,,-3.0559
ETH-USDT,2025-12-23T21:36:52+00:00,2025-12-23T23:36:52+02:00,2025-12-23,data/history/2025-12-23/2025-12-23T21-36-52Z.json,1766523600,2971.19,0.3133,-2.7861,-0.7694,3.0994,0.3133,-2.7861,-0.7001,3.0994,2.8019,-2.7861,-0.3012,5.588,11.3503,-2.7861,10.6193,14.1364,53,1,-2.7861,125,5,-2.7861,126,17,-2.7861,229,,-2.7861,235,,-2.7861
ETH-USDT,2025-12-23T22:42:50+00:00,2025-12-24T00:42:50+02:00,2025-12-24,data/history/2025-12-24/2025-12-23T22-42-50Z.json,1766527200,2963.82,0.4761,-2.5444,-0.1805,3.0204,0.4761,-2.5444,-1.0335,3.0204,3.0575,-2.5444,0.223,5.6019,11.6272,-2.5444,10.3262,14.1716,52,4,-2.5444,52,4,-2.5444,125,16,-2.5444,126,,-2.5444,234,,-2.5444
ETH-USDT,2025-12-23T23:36:12+00:00,2025-12-24T01:36:12+02:00,2025-12-24,data/history/2025-12-24/2025-12-23T23-36-12Z.json,1766530800,2967.37,0.3559,-2.6609,-0.5871,3.0168,0.3559,-2.6609,-2.1281,3.0168,2.9342,-2.6609,0.1581,5.5952,11.4937,-2.6609,10.8268,14.1546,51,3,-2.6609,123,3,-2.6609,124,15,-2.6609,227,,-2.6609,233,,-2.6609
ETH-USDT,2025-12-24T03:53:37+00:00,2025-12-24T05:53:37+02:00,2025-12-24,data/history/2025-12-24/2025-12-24T03-53-37Z.json,1766545200,2945.89,0.5784,-1.9512,0.0451,2.5296,1.6453,-1.9512,0.8463,3.5965,3.6848,-1.9512,0.8351,5.636,12.3066,-1.9512,10.8993,14.2578,19,3,-1.9512,47,6,-1.9512,119,,-1.9512,120,,-1.9512,228,,-1.9512
ETH-USDT,2025-12-24T05:01:00+00:00,2025-12-24T07:01:00+02:00,2025-12-24,data/history/2025-12-24/2025-12-24T05-01-00Z.json,1766552400,2939.61,0.7933,-1.7417,0.114,2.535,1.8625,-1.7417,1.1553,3.6042,3.9063,-1.7417,1.2998,5.648,12.5466,-1.7417,10.8654,14.2883,12,1,-1.7417,34,9,-1.7417,117,,-1.7417,118,,-1.7417,226,,-1.7417
ETH-USDT,2025-12-24T05:51:15+00:00,2025-12-24T07:51:15+02:00,2025-12-24,data/history/2025-12-24/2025-12-24T05-51-15Z.json,1766552400,2928.57,1.1733,-1.3713,0.4914,2.5446,2.2465,-1.3713,1.5366,3.6178,4.298,-1.3713,1.6817,5.6693,12.9708,-1.3713,11.2833,14.3422,11,9,-1.3713,17,9,-1.3713,45,,-1.3713,117,,-1.3713,226,,-1.3713
ETH-USDT,2025-12-24T07:02:20+00:00,2025-12-24T09:02:20+02:00,2025-12-24,data/history/2025-12-24/2025-12-24T07-02-20Z.json,1766559600,2935.05,0.9499,-1.5891,0.2787,2.539,2.0207,-1.5891,1.4211,3.6098,4.0677,-1.5891,1.3499,5.6568,12.7214,-1.5891,11.0063,14.3105,10,2,-1.5891,32,7,-1.5891,43,,-1.5891,116,,-1.5891,224,,-1.5891
ETH-USDT,2025-12-24T07:44:51+00:00,2025-12-24T09:44:51+02:00,2025-12-24,data/history/2025-12-24/2025-12-24T07-44-51Z.json,1766559600,2941.7,0.7217,-1.8115,0.052,2.5332,1.7901,-1.8115,1.1918,3.6017,3.8325,-1.8115,1.1208,5.644,12.4666,-1.8115,10.7553,14.2781,15,1,-1.8115,43,7,-1.8115,115,,-1.8115,116,,-1.8115,224,,-1.8115
ETH-USDT,2025-12-24T08:59:07+00:00,2025-12-24T10:59:07+02:00,2025-12-24,data/history/2025-12-24/2025-12-24T08-59-07Z.json,1766563200,2922.76,1.3744,-1.1753,0.2802,2.5496,2.4497,-1.1753,1.371,3.625,4.5053,-1.1753,1.5571,5.6806,13.1954,-1.1753,11.3365,14.3707,3,6,-0.2857,9,6,-1.1753,42,,-1.1753,114,,-1.1753,218,,-1.1753
ETH-USDT,2025-12-24T09:46:35+00:00,2025-12-24T11:46:35+02:00,2025-12-24,data/history/2025-12-24/2025-12-24T09-46-35Z.json,1766566800,2920.84,1.441,-1.1103,0.2585,2.5513,2.5171,-1.1103,1.7033,3.6274,4.574,-1.1103,1.8252,5.6843,13.2698,-1.1103,10.22,14.3801,2,5,-0.0835,8,5,-1.1103,41,,-1.1103,113,,-1.1103,217,,-1.1103
ETH-USDT,2025-12-24T10:48:38+00:00,2025-12-24T12:48:38+02:00,2025-12-24,data/history/2025-12-24/2025-12-24T10-48-38Z.json,1766570400,2929.32,1.1474,-1.3966,-0.3776,2.5439,2.2203,-1.3966,1.4413,3.6169,4.2713,-1.3966,1.683,5.6679,12.9419,-1.3966,9.9446,14.3385,6,4,-1.3966,12,4,-1.3966,40,,-1.3966,112,,-1.3966,221,,-1.3966
ETH-USDT,2025-12-24T11:34:03+00:00,2025-12-24T13:34:03+02:00,2025-12-24,data/history/2025-12-24/2025-12-24T11-34-03Z.json,1766574000,2931.21,1.0821,-1.4601,-0.2207,2.5423,2.1544,-1.4601,1.1558,3.6145,4.2041,-1.4601,1.9777,5.6642,12.8691,-1.4601,10.0276,14.3292,5,3,-1.4601,11,3,-1.4601,39,,-1.4601,112,,-1.4601,220,,-1.4601
ETH-USDT,2025-12-24T13:44:52+00:00,2025-12-24T15:44:52+02:00,2025-12-24,data/history/2025-12-24/2025-12-24T13-44-52Z.json,1766581200,2928.33,1.1816,-1.3632,0.0584,2.5448,2.2549,-1.3632,1.5248,3.6181,4.3066,-1.3632,2.0411,5.6698,12.9801,-1.3632,9.8462,14.3433,3,1,-1.3632,9,1,-1.3632,37,,-1.3632,109,,-1.3632,218,,-1.3632
ETH-USDT,2025-12-24T14:44:49+00:00,2025-12-24T16:44:49+02:00,2025-12-24,data/history/2025-12-24/2025-12-24T14-44-49Z.json,1766584800,2913.42,1.6994,-0.1057,0.6803,1.8051,2.7782,-0.6549,2.2599,3.4331,4.8404,-0.6549,3.2498,5.4953,13.5583,-0.6549,9.3845,14.2132,2,34,-0.1057,2,,-0.1057,36,,-0.6549,108,,-0.6549,212,,-0.6549
ETH-USDT,2025-12-24T15:12:39+00:00,2025-12-24T17:12:39+02:00,2025-12-24,data/history/2025-12-24/2025-12-24T15-12-39Z.json,1766588400,2916.55,1.8049,-0.1659,1.7802,1.9708,2.6679,-0.7615,0.1975,3.4294,4.7278,-0.7615,1.9983,5.4894,13.4364,-0.7615,8.4398,14.1979,1,33,0.0,1,,0.0,35,,-0.7615,107,,-0.7615,211,,-0.7615
ETH-USDT,2025-12-24T15:43:16+00:00,2025-12-24T17:43:16+02:00,2025-12-24,data/history/2025-12-24/2025-12-24T15-43-16Z.json,1766588400,2923.65,1.5576,-0.4084,1.533,1.966,2.4186,-1.0025,-0.0458,3.4211,4.4735,-1.0025,1.7506,5.476,13.1609,-1.0025,8.1764,14.1635,1,32,-0.0746,2,33,-0.0746,35,,-1.0025,107,,-1.0025,216,,-1.0025
ETH-USDT,2025-12-24T16:52:46+00:00,2025-12-24T18:52:46+02:00,2025-12-24,data/history/2025-12-24/2025-12-24T16-52-46Z.json,1766592000,2940.17,0.987,-0.968,0.3554,1.955,1.8431,-1.5588,-0.654,3.4018,3.8865,-1.5588,1.3768,5.4453,12.5251,-1.5588,7.7315,14.0839,6,16,-0.3435,34,31,-1.5588,106,,-1.5588,107,,-1.5588,215,,-1.5588
ETH-USDT,2025-12-24T17:39:28+00:00,2025-12-24T19:39:28+02:00,2025-12-24,data/history/2025-12-24/2025-12-24T17-39-28Z.json,1766595600,2945.01,0.821,-1.1307,0.1127,1.9518,1.6757,-1.7205,-0.5284,3.3963,3.7158,-1.7205,1.0326,5.4363,12.3402,-1.7205,7.4927,14.0607,5,1,-0.5073,33,17,-1.7205,105,,-1.7205,106,,-1.7205,214,,-1.7205
ETH-USDT,2025-12-24T18:57:47+00:00,2025-12-24T20:57:47+02:00,2025-12-24,data/history/2025-12-24/2025-12-24T18-57-47Z.json,1766599200,2941.2,0.9517,-1.0027,0.6045,1.9543,1.8074,-1.5932,-0.6011,3.4007,3.8501,-1.5932,1.2709,5.4434,12.4857,-1.5932,7.2345,14.0789,4,14,-0.1513,32,16,-1.5932,104,,-1.5932,105,,-1.5932,213,,-1.5932
ETH-USDT,2025-12-24T19:30:02+00:00,2025-12-24T21:30:02+02:00,2025-12-24,data/history/2025-12-24/2025-12-24T19-30-02Z.json,1766602800,2944.17,0.8498,-1.1025,0.5027,1.9523,1.7047,-1.6925,-0.6807,3.3972,3.7454,-1.6925,1.0638,5.4379,12.3722,-1.6925,6.4792,14.0647,3,13,-0.0404,31,15,-1.6925,103,,-1.6925,104,,-1.6925,212,,-1.6925
ETH-USDT,2025-12-24T20:43:43+00:00,2025-12-24T22:43:43+02:00,2025-12-24,data/history/2025-12-24/2025-12-24T20-43-43Z.json,1766606400,2946.55,0.7684,-1.1824,0.0465,1.9508,1.6226,-1.7719,-0.6248,3.3945,3.6616,-1.7719,0.8949,5.4335,12.2815,-1.7719,6.4455,14.0534,2,12,-0.1212,30,14,-1.7719,102,,-1.7719,103,,-1.7719,211,,-1.7719
ETH-USDT,2025-12-24T21:35:01+00:00,2025-12-24T23:35:01+02:00,2025-12-24,data/history/2025-12-24/2025-12-24T21-35-01Z.json,1766610000,2948.33,0.7075,-1.2421,0.0699,1.9496,1.5612,-1.8312,-0.522,3.3924,3.599,-1.8312,1.0928,5.4302,12.2137,-1.8312,6.7313,14.0449,18,11,-1.2421,29,11,-1.8312,101,,-1.8312,102,,-1.8312,211,,-1.8312
ETH-USDT,2025-12-24T22:44:20+00:00,2025-12-25T00:44:20+02:00,2025-12-25,data/history/2025-12-25/2025-12-24T22-44-20Z.json,1766613600,2958.47,0.3623,-1.5805,-0.8545,1.9429,1.2131,-2.1677,-1.0887,3.3808,3.2439,-2.1677,0.7538,5.4116,11.8291,-2.1677,6.912,13.9968,28,2,-2.1677,28,10,-2.1677,100,26,-2.1677,101,,-2.1677,210,,-2.1677
ETH-USDT,2025-12-24T23:37:23+00:00,2025-12-25T01:37:23+02:00,2025-12-25,data/history/2025-12-25/2025-12-24T23-37-23Z.json,1766617200,2949.95,0.6522,-1.5817,-1.5502,2.2339,1.5054,-1.8851,-0.7224,3.3906,3.5421,-1.8851,0.8604,5.4272,12.1521,-1.8851,7.4625,14.0372,16,9,-1.2963,27,9,-1.8851,99,,-1.8851,100,,-1.8851,209,,-1.8851
ETH-USDT,2025-12-25T03:56:45+00:00,2025-12-25T05:56:45+02:00,2025-12-25,data/history/2025-12-25/2025-12-25T03-56-45Z.json,1766631600,2947.22,1.5995,-1.7942,0.8008,3.3937,1.5995,-1.7942,-0.4774,3.3937,3.638,-1.7942,1.1088,5.4322,12.256,-1.7942,6.632,14.0502,12,5,-1.2049,23,5,-1.7942,95,,-1.7942,96,,-1.7942,204,,-1.7942
ETH-USDT,2025-12-25T05:01:59+00:00,2025-12-25T07:01:59+02:00,2025-12-25,data/history/2025-12-25/2025-12-25T05-01-59Z.json,1766638800,2942.96,1.7465,-1.6521,1.0401,3.3986,1.7465,-1.6521,-0.4322,3.3986,3.788,-1.6521,1.314,5.4401,12.4184,-1.6521,7.1544,14.0705,10,3,-1.0619,21,5,-1.6521,93,,-1.6521,94,,-1.6521,202,,-1.6521
ETH-USDT,2025-12-25T05:50:36+00:00,2025-12-25T07:50:36+02:00,2025-12-25,data/history/2025-12-25/2025-12-25T05-50-36Z.json,1766638800,2943.44,1.7299,-1.6681,1.0236,3.3981,1.7299,-1.6681,-0.4485,3.3981,3.7711,-1.6681,1.2975,5.4392,12.4001,-1.6681,7.1369,14.0682,10,3,-1.078,21,5,-1.6681,93,,-1.6681,94,,-1.6681,202,,-1.6681
ETH-USDT,2025-12-25T07:00:39+00:00,2025-12-25T09:00:39+02:00,2025-12-25,data/history/2025-12-25/2025-12-25T07-00-39Z.json,1766646000,2943.23,1.7372,-1.6611,1.1392,3.3983,1.7372,-1.6611,-0.2484,3.3983,3.7785,-1.6611,1.1844,5.4396,12.4081,-1.6611,6.0284,14.0692,8,1,-1.0709,19,3,-1.6611,91,,-1.6611,92,,-1.6611,200,,-1.6611
ETH-USDT,2025-12-25T07:40:51+00:00,2025-12-25T09:40:51+02:00,2025-12-25,data/history/2025-12-25/2025-12-25T07-40-51Z.json,1766646000,2940.45,1.8334,-1.5681,1.2348,3.4015,1.8334,-1.5681,-0.1541,3.4015,3.8766,-1.5681,1.2801,5.4447,12.5144,-1.5681,6.1287,14.0825,8,1,-0.9774,19,16,-1.5681,91,,-1.5681,92,,-1.5681,200,,-1.5681
ETH-USDT,2025-12-25T08:56:14+00:00,2025-12-25T10:56:14+02:00,2025-12-25,data/history/2025-12-25/2025-12-25T08-56-14Z.json,1766649600,2930.95,2.1635,-1.2491,1.0877,3.4125,2.1635,-1.2491,0.1535,3.4125,4.2133,-1.2491,1.6902,5.4624,12.8791,-1.2491,6.6241,14.1282,7,2,-0.6564,7,16,-0.6564,18,,-1.2491,91,,-1.2491,199,,-1.2491
ETH-USDT,2025-12-25T09:50:44+00:00,2025-12-25T11:50:44+02:00,2025-12-25,data/history/2025-12-25/2025-12-25T09-50-44Z.json,1766653200,2928.39,2.2528,-1.1628,1.4411,3.4155,2.2528,-1.1628,0.1701,3.4155,4.3044,-1.1628,1.8771,5.4672,12.9778,-1.1628,6.1693,14.1405,6,1,-0.5696,6,15,-0.5696,17,,-1.1628,89,,-1.1628,198,,-1.1628
ETH-USDT,2025-12-25T10:53:21+00:00,2025-12-25T12:53:21+02:00,2025-12-25,data/history/2025-12-25/2025-12-25T10-53-21Z.json,1766656800,2918.26,2.6077,-0.8197,1.8257,3.4274,2.6077,-0.8197,0.4301,3.4274,4.6665,-0.8197,2.2236,5.4861,13.37,-0.8197,6.8736,14.1896,4,13,0.0,5,,0.0,16,,-0.8197,88,,-0.8197,192,,-0.8197
ETH-USDT,2025-12-25T11:37:53+00:00,2025-12-25T13:37:53+02:00,2025-12-25,data/history/2025-12-25/2025-12-25T11-37-53Z.json,1766660400,2924.74,2.3804,-1.0394,1.3796,3.4198,2.3804,-1.0394,0.0865,3.4198,4.4346,-1.0394,2.1698,5.474,13.1188,-1.0394,6.762,14.1582,4,12,-0.1614,4,13,-0.1614,15,,-1.0394,87,,-1.0394,196,,-1.0394
ETH-USDT,2025-12-25T13:51:20+00:00,2025-12-25T15:51:20+02:00,2025-12-25,data/history/2025-12-25/2025-12-25T13-51-20Z.json,1766667600,2930.04,2.1952,-1.2184,1.4655,3.4136,2.1952,-1.2184,0.0294,3.4136,4.2457,-1.2184,1.9235,5.4641,12.9142,-1.2184,5.6842,14.1326,2,10,-0.2481,2,11,-0.2481,13,,-1.2184,85,,-1.2184,194,,-1.2184
ETH-USDT,2025-12-25T14:50:26+00:00,2025-12-25T16:50:26+02:00,2025-12-25,data/history/2025-12-25/2025-12-25T14-50-26Z.json,1766671200,2933.24,2.0837,-1.3262,1.5689,3.4099,2.0837,-1.3262,-0.2035,3.4099,4.1319,-1.3262,1.5416,5.4581,12.791,-1.3262,4.7303,14.1172,1,9,-0.0545,1,9,-0.0545,12,,-1.3262,85,,-1.3262,193,,-1.3262
ETH-USDT,2025-12-25T15:45:22+00:00,2025-12-25T17:45:22+02:00,2025-12-25,data/history/2025-12-25/2025-12-25T15-45-22Z.json,1766674800,2968.47,0.8722,-2.4972,-1.555,3.3694,0.8722,-2.4972,-1.3606,3.3694,2.8961,-2.4972,0.5515,5.3934,11.4524,-2.4972,4.2163,13.9496,11,1,-2.4972,83,7,-2.4972,84,8,-2.4972,187,,-2.4972,193,,-2.4972
ETH-USDT,2025-12-25T16:53:10+00:00,2025-12-25T18:53:10+02:00,2025-12-25,data/history/2025-12-25/2025-12-25T16-53-10Z.json,1766678400,2950.62,1.4824,-1.9074,-1.0059,3.3898,1.4824,-1.9074,-0.9388,3.3898,3.5186,-1.9074,1.154,5.426,12.1266,-1.9074,5.5592,14.034,10,6,-1.9074,10,7,-1.9074,82,,-1.9074,83,,-1.9074,192,,-1.9074
ETH-USDT,2025-12-25T17:44:25+00:00,2025-12-25T19:44:25+02:00,2025-12-25,data/history/2025-12-25/2025-12-25T17-44-25Z.json,1766682000,2948.33,1.5612,-1.8312,-0.6404,3.3924,1.5612,-1.8312,-0.7533,3.3924,3.599,-1.8312,1.84,5.4302,12.2137,-1.8312,5.7351,14.0449,1,5,0.0,9,6,-1.8312,81,,-1.8312,82,,-1.8312,191,,-1.8312
ETH-USDT,2025-12-25T19:00:56+00:00,2025-12-25T21:00:56+02:00,2025-12-25,data/history/2025-12-25/2025-12-25T19-00-56Z.json,1766689200,2958.97,1.196,-2.1842,-1.1774,3.3802,1.196,-2.1842,-1.0608,3.3802,3.2265,-2.1842,0.9882,5.4107,11.8102,-2.1842,5.3671,13.9944,7,1,-2.1842,7,3,-2.1842,79,5,-2.1842,80,,-2.1842,189,,-2.1842
ETH-USDT,2025-12-25T19:30:03+00:00,2025-12-25T21:30:03+02:00,2025-12-25,data/history/2025-12-25/2025-12-25T19-30-03Z.json,1766689200,2953.55,1.3817,-2.0047,-0.9961,3.3864,1.3817,-2.0047,-0.8793,3.3864,3.4159,-2.0047,1.1735,5.4206,12.0154,-2.0047,5.5604,14.0201,7,3,-2.0047,7,4,-2.0047,79,5,-2.0047,80,,-2.0047,189,,-2.0047
ETH-USDT,2025-12-25T20:44:47+00:00,2025-12-25T22:44:47+02:00,2025-12-25,data/history/2025-12-25/2025-12-25T20-44-47Z.json,1766692800,2947.92,1.5753,-1.8176,-0.671,3.3929,1.5753,-1.8176,-0.5529,3.3929,3.6134,-1.8176,1.4634,5.4309,12.2293,-1.8176,5.1772,14.0469,6,2,-1.8176,6,3,-1.8176,78,,-1.8176,79,,-1.8176,188,,-1.8176
ETH-USDT,2025-12-25T21:35:21+00:00,2025-12-25T23:35:21+02:00,2025-12-25,data/history/2025-12-25/2025-12-25T21-35-21Z.json,1766696400,2950.39,1.4903,-1.8997,-0.5914,3.3901,1.4903,-1.8997,-0.6525,3.3901,3.5267,-1.8997,1.4351,5.4264,12.1353,-1.8997,5.3583,14.0351,5,1,-1.8997,5,2,-1.8997,77,,-1.8997,78,,-1.8997,187,,-1.8997
ETH-USDT,2025-12-25T22:43:36+00:00,2025-12-26T00:43:36+02:00,2025-12-26,data/history/2025-12-26/2025-12-25T22-43-36Z.json,1766700000,2933.19,2.0854,-1.3245,-0.2363,3.4099,2.0854,-1.3245,0.178,3.4099,4.1337,-1.3245,2.0715,5.4582,12.7929,-1.3245,6.1834,14.1174,4,1,-1.3245,4,1,-1.3245,4,,-1.3245,77,,-1.3245,185,,-1.3245
ETH-USDT,2025-12-25T23:37:24+00:00,2025-12-26T01:37:24+02:00,2025-12-26,data/history/2025-12-26/2025-12-25T23-37-24Z.json,1766703600,2904.22,3.1038,-0.3402,0.8408,3.444,3.1038,-0.3402,1.2723,3.444,5.1725,-0.3402,3.4619,5.5127,13.918,-0.3402,7.3565,14.2582,2,,-0.3402,3,,-0.3402,3,,-0.3402,3,,-0.3402,77,,-0.3402
ETH-USDT,2025-12-26T03:09:38+00:00,2025-12-26T05:09:38+02:00,2025-12-26,data/history/2025-12-26/2025-12-26T03-09-38Z.json,1766718000,2970.82,0.4834,-2.5592,-1.268,3.0426,0.4834,-2.5592,-0.9169,3.0426,2.8147,-2.5592,1.7382,5.3739,11.3642,-2.5592,5.0144,13.9234,70,1,-2.5592,71,12,-2.5592,72,12,-2.5592,175,,-2.5592,181,,-2.5592
ETH-USDT,2025-12-26T03:52:59+00:00,2025-12-26T05:52:59+02:00,2025-12-26,data/history/2025-12-26/2025-12-26T03-52-59Z.json,1766718000,2965.64,0.6589,-2.389,-1.0955,3.0479,0.6589,-2.389,-0.7439,3.0479,2.9943,-2.389,1.9159,5.3833,11.5587,-2.389,5.1979,13.9477,3,12,-0.439,71,12,-2.389,72,12,-2.389,175,,-2.389,181,,-2.389
ETH-USDT,2025-12-26T04:59:16+00:00,2025-12-26T06:59:16+02:00,2025-12-26,data/history/2025-12-26/2025-12-26T04-59-16Z.json,1766721600,2971.68,0.4543,-2.5874,-1.2902,3.0417,0.4543,-2.5874,-0.8668,3.0417,2.785,-2.5874,1.6001,5.3724,11.332,-2.5874,4.9972,13.9194,69,4,-2.5874,70,11,-2.5874,71,11,-2.5874,174,,-2.5874,180,,-2.5874
ETH-USDT,2025-12-26T05:47:44+00:00,2025-12-26T07:47:44+02:00,2025-12-26,data/history/2025-12-26/2025-12-26T05-47-44Z.json,1766725200,2973.57,0.3904,-2.6493,-1.4572,3.0398,0.3904,-2.6493,-1.291,3.0398,2.7196,-2.6493,1.2668,5.369,11.2612,-2.6493,4.9042,13.9106,69,3,-2.6493,69,10,-2.6493,70,10,-2.6493,173,,-2.6493,179,,-2.6493
