asset,published_at_utc,published_at_local,date_local,history_file,entry_ts_utc,entry_close,n_candles_snapshot,ret_6h_pct,ret_12h_pct,ret_24h_pct,ret_48h_pct,range_24h_pct,range_48h_pct,atr14_pct,dist_from_24h_high_pct,dist_from_24h_low_pct,dist_from_48h_high_pct,dist_from_48h_low_pct,close_vs_sma_24_pct,close_vs_sma_48_pct,is_up_24h,is_up_48h
ETH-USDT,2026-01-12T02:32:21+00:00,2026-01-12T04:32:21+02:00,2026-01-12,data/history/2026-01-12/2026-01-12T02-32-21Z.json,1768183200,3143.13,96,0.8988,0.5776,1.6326,1.784,2.0445,2.4005,0.5617,-0.3449,1.6996,-0.3449,2.0556,0.9278,1.2973,1,1
ETH-USDT,2026-01-12T04:16:41+00:00,2026-01-12T06:16:41+02:00,2026-01-12,data/history/2026-01-12/2026-01-12T04-16-41Z.json,1768190400,3158.47,96,1.5719,0.9228,1.9433,2.5531,2.5908,2.9391,0.5766,-0.4138,2.177,-0.4138,2.5253,1.2445,1.6833,1,1
ETH-USDT,2026-01-12T05:42:42+00:00,2026-01-12T07:42:42+02:00,2026-01-12,data/history/2026-01-12/2026-01-12T05-42-42Z.json,1768194000,3161.97,96,1.2449,1.1209,2.0224,2.4428,2.5879,2.9358,0.5678,-0.3027,2.2853,-0.3027,2.6332,1.271,1.7441,1,1
ETH-USDT,2026-01-12T06:53:08+00:00,2026-01-12T08:53:08+02:00,2026-01-12,data/history/2026-01-12/2026-01-12T06-53-08Z.json,1768197600,3154.75,96,1.1076,0.8081,1.8581,2.1934,2.5045,2.9425,0.558,-0.5322,1.9723,-0.5322,2.4103,0.9663,1.4678,1,1
ETH-USDT,2026-01-12T07:37:12+00:00,2026-01-12T09:37:12+02:00,2026-01-12,data/history/2026-01-12/2026-01-12T07-37-12Z.json,1768201200,3146.1,96,0.6778,0.6961,1.6386,1.7286,2.5114,2.9506,0.555,-0.8086,1.7027,-0.8086,2.142,0.6213,1.1533,1,1
ETH-USDT,2026-01-12T08:47:46+00:00,2026-01-12T10:47:46+02:00,2026-01-12,data/history/2026-01-12/2026-01-12T08-47-46Z.json,1768204800,3105.13,96,-1.6545,-0.321,0.0635,0.4903,2.5445,2.9896,0.6552,-2.1387,0.4058,-2.1387,0.8509,-0.6773,-0.1669,1,1
ETH-USDT,2026-01-12T09:44:57+00:00,2026-01-12T11:44:57+02:00,2026-01-12,data/history/2026-01-12/2026-01-12T09-44-57Z.json,1768208400,3121.67,96,-0.9748,0.0186,0.5563,0.8298,2.531,2.9737,0.6373,-1.5975,0.9335,-1.5975,1.3762,-0.1851,0.3406,1,1
ETH-USDT,2026-01-12T10:39:21+00:00,2026-01-12T12:39:21+02:00,2026-01-12,data/history/2026-01-12/2026-01-12T10-39-21Z.json,1768212000,3115.3,96,-1.3899,0.1836,0.2436,0.3954,2.5362,2.9798,0.6165,-1.8053,0.7309,-1.8053,1.1745,-0.3918,0.1312,1,1
ETH-USDT,2026-01-12T11:31:23+00:00,2026-01-12T13:31:23+02:00,2026-01-12,data/history/2026-01-12/2026-01-12T11-31-23Z.json,1768215600,3119.39,96,-1.2508,-0.1185,0.4647,0.7301,2.5329,2.9759,0.6182,-1.6718,0.8611,-1.6718,1.3041,-0.269,0.2531,1,1
ETH-USDT,2026-01-12T13:07:40+00:00,2026-01-12T15:07:40+02:00,2026-01-12,data/history/2026-01-12/2026-01-12T13-07-40Z.json,1768222800,3112.65,96,-0.7224,-0.3927,0.0981,0.5742,2.5384,2.9823,0.5731,-1.892,0.6464,-1.892,1.0904,-0.4872,0.0153,1,1
ETH-USDT,2026-01-12T14:40:57+00:00,2026-01-12T16:40:57+02:00,2026-01-12,data/history/2026-01-12/2026-01-12T14-40-57Z.json,1768226400,3102.68,96,-0.4134,-1.7321,-0.7168,0.3568,3.4016,3.4016,0.6689,-2.2194,1.1822,-2.2194,1.1822,-0.7719,-0.3102,0,1
ETH-USDT,2026-01-12T15:37:44+00:00,2026-01-12T17:37:44+02:00,2026-01-12,data/history/2026-01-12/2026-01-12T15-37-44Z.json,1768230000,3123.95,96,0.2432,-0.9025,0.1908,0.9168,3.3784,3.3784,0.6951,-1.5234,1.855,-1.5234,1.855,-0.1031,0.3524,1,1
ETH-USDT,2026-01-12T16:41:16+00:00,2026-01-12T18:41:16+02:00,2026-01-12,data/history/2026-01-12/2026-01-12T16-41-16Z.json,1768233600,3132.62,96,0.8291,-0.8417,0.0968,1.2031,3.3691,3.3691,0.7158,-1.2424,2.1267,-1.2424,2.1267,0.1615,0.6015,1,1
ETH-USDT,2026-01-12T17:35:17+00:00,2026-01-12T19:35:17+02:00,2026-01-12,data/history/2026-01-12/2026-01-12T17-35-17Z.json,1768237200,3090.74,96,-0.7919,-2.1577,-1.157,-0.0715,3.4147,3.4147,0.7963,-2.6143,0.8005,-2.6143,0.8005,-1.1268,-0.7404,0,0
ETH-USDT,2026-01-12T18:48:08+00:00,2026-01-12T20:48:08+02:00,2026-01-12,data/history/2026-01-12/2026-01-12T18-48-08Z.json,1768240800,3107.24,96,-0.317,-1.5075,-0.71,0.4627,3.3966,3.3966,0.7905,-2.0694,1.3272,-2.0694,1.3272,-0.5883,-0.2295,0,1
ETH-USDT,2026-01-12T19:29:28+00:00,2026-01-12T21:29:28+02:00,2026-01-12,data/history/2026-01-12/2026-01-12T19-29-28Z.json,1768244400,3111.53,96,0.073,-0.7581,-0.4103,0.6264,3.3919,3.3919,0.7771,-1.9286,1.4633,-1.9286,1.4633,-0.4354,-0.1054,0,1
ETH-USDT,2026-01-12T20:35:55+00:00,2026-01-12T22:35:55+02:00,2026-01-12,data/history/2026-01-12/2026-01-12T20-35-55Z.json,1768248000,3105.46,96,0.0042,-0.3242,-0.3104,0.5078,3.3985,3.3985,0.7894,-2.1279,1.2707,-2.1279,1.2707,-0.6306,-0.3177,0,1
ETH-USDT,2026-01-12T21:31:39+00:00,2026-01-12T23:31:39+02:00,2026-01-12,data/history/2026-01-12/2026-01-12T21-31-39Z.json,1768251600,3097.98,96,-1.036,-0.5901,-0.7404,0.3804,3.4067,3.4067,0.7781,-2.3745,1.0323,-2.3745,1.0323,-0.8365,-0.5641,0,1
ETH-USDT,2026-01-12T22:31:10+00:00,2026-01-13T00:31:10+02:00,2026-01-13,data/history/2026-01-13/2026-01-12T22-31-10Z.json,1768255200,3097.37,96,-1.0498,-0.3055,-0.393,0.5414,3.4074,3.4074,0.7757,-2.3946,1.0128,-2.3946,1.0128,-0.8319,-0.5908,0,1
ETH-USDT,2026-01-12T23:25:58+00:00,2026-01-13T01:25:58+02:00,2026-01-13,data/history/2026-01-13/2026-01-12T23-25-58Z.json,1768258800,3094.94,96,-0.3214,-0.6571,-0.9014,0.2699,3.4101,3.4101,0.7445,-2.475,0.9351,-2.475,0.9351,-0.8703,-0.6732,0,1
ETH-USDT,2026-01-13T02:23:35+00:00,2026-01-13T04:23:35+02:00,2026-01-13,data/history/2026-01-13/2026-01-13T02-23-35Z.json,1768269600,3104.34,96,0.0342,-0.0319,-1.6796,0.3783,3.3998,3.3998,0.6993,-2.1647,1.235,-2.1647,1.235,-0.4482,-0.3925,0,1
ETH-USDT,2026-01-13T04:06:14+00:00,2026-01-13T06:06:14+02:00,2026-01-13,data/history/2026-01-13/2026-01-13T04-06-14Z.json,1768276800,3119.34,96,0.763,-0.3479,-1.262,0.6804,3.2353,3.3834,0.6464,-1.5253,1.71,-1.6734,1.71,0.1385,0.0638,0,1
ETH-USDT,2026-01-13T04:07:49+00:00,2026-01-13T06:07:49+02:00,2026-01-13,data/history/2026-01-13/2026-01-13T04-07-49Z.json,1768276800,3118.01,96,0.72,-0.3904,-1.3041,0.6375,3.2367,3.3849,0.647,-1.5686,1.6681,-1.7168,1.6681,0.0976,0.022,0,1
ETH-USDT,2026-01-13T05:37:27+00:00,2026-01-13T07:37:27+02:00,2026-01-13,data/history/2026-01-13/2026-01-13T05-37-27Z.json,1768280400,3135.44,96,1.288,0.983,-0.7427,1.1664,3.1903,3.366,0.6707,-0.9756,2.2147,-1.1514,2.2147,0.6829,0.554,0,1
ETH-USDT,2026-01-13T06:50:03+00:00,2026-01-13T08:50:03+02:00,2026-01-13,data/history/2026-01-13/2026-01-13T06-50-03Z.json,1768284000,3131.47,96,0.7312,0.7448,-0.7395,1.1065,3.0475,3.3703,0.6532,-0.9567,2.0907,-1.2796,2.0907,0.592,0.4063,0,1
ETH-USDT,2026-01-13T07:34:27+00:00,2026-01-13T09:34:27+02:00,2026-01-13,data/history/2026-01-13/2026-01-13T07-34-27Z.json,1768287600,3127.34,96,0.9559,0.1743,-0.2539,1.0325,2.6108,3.3748,0.6325,-0.6494,1.9614,-1.4133,1.9614,0.4662,0.2505,0,1
ETH-USDT,2026-01-13T08:46:22+00:00,2026-01-13T10:46:22+02:00,2026-01-13,data/history/2026-01-13/2026-01-13T08-46-22Z.json,1768291200,3131.04,96,0.9534,0.8945,0.4969,0.8984,2.5742,3.3708,0.619,-0.497,2.0773,-1.2935,2.0773,0.5714,0.354,1,1
ETH-USDT,2026-01-13T09:38:27+00:00,2026-01-13T11:38:27+02:00,2026-01-13,data/history/2026-01-13/2026-01-13T09-38-27Z.json,1768294800,3136.34,96,0.6479,1.4363,0.6408,1.0289,2.633,3.3651,0.6192,-0.3903,2.2427,-1.1223,2.2427,0.7081,0.4992,1,1
ETH-USDT,2026-01-13T10:38:51+00:00,2026-01-13T12:38:51+02:00,2026-01-13,data/history/2026-01-13/2026-01-13T10-38-51Z.json,1768298400,3137.68,96,0.4919,1.3554,0.992,0.9637,2.6319,3.3636,0.6027,-0.3474,2.2845,-1.0791,2.2845,0.7066,0.5205,1,1
ETH-USDT,2026-01-13T11:31:40+00:00,2026-01-13T13:31:40+02:00,2026-01-13,data/history/2026-01-13/2026-01-13T11-31-40Z.json,1768302000,3135.22,96,0.1159,1.2809,0.6359,0.9746,2.6339,3.3663,0.5853,-0.4261,2.2078,-1.1585,2.2078,0.605,0.4234,1,1
ETH-USDT,2026-01-13T13:07:34+00:00,2026-01-13T15:07:34+02:00,2026-01-13,data/history/2026-01-13/2026-01-13T13-07-34Z.json,1768309200,3131.01,96,0.288,1.0743,0.6995,0.6885,2.6375,3.3708,0.5335,-0.5612,2.0763,-1.2945,2.0763,0.4184,0.2611,1,1
ETH-USDT,2026-01-13T14:38:42+00:00,2026-01-13T16:38:42+02:00,2026-01-13,data/history/2026-01-13/2026-01-13T14-38-42Z.json,1768312800,3158.28,96,0.7127,1.8317,1.7051,1.0624,2.5523,3.3417,0.6223,-0.2007,2.3516,-0.4198,2.9218,1.2055,1.104,1,1
ETH-USDT,2026-01-13T15:38:01+00:00,2026-01-13T17:38:01+02:00,2026-01-13,data/history/2026-01-13/2026-01-13T15-38-01Z.json,1768316400,3165.2,96,0.8472,1.5741,1.1114,1.5138,2.7161,3.3344,0.6621,-0.151,2.5651,-0.2003,3.1341,1.3976,1.3024,1,1
ETH-USDT,2026-01-13T16:47:47+00:00,2026-01-13T18:47:47+02:00,2026-01-13,data/history/2026-01-13/2026-01-13T16-47-47Z.json,1768320000,3191.76,96,1.8216,2.224,1.9657,1.9865,3.5219,4.0861,0.7033,-0.146,3.3759,-0.146,3.9401,2.1383,2.097,1,1
ETH-USDT,2026-01-13T17:38:27+00:00,2026-01-13T19:38:27+02:00,2026-01-13,data/history/2026-01-13/2026-01-13T17-38-27Z.json,1768323600,3177.57,96,1.3935,1.4683,2.3398,1.6198,3.5234,4.1044,0.6852,-0.5932,2.9302,-0.5932,3.5112,1.6008,1.6163,1,1
ETH-USDT,2026-01-13T18:47:18+00:00,2026-01-13T20:47:18+02:00,2026-01-13,data/history/2026-01-13/2026-01-13T18-47-18Z.json,1768327200,3208.4,96,2.3393,2.3629,3.2197,2.5225,3.9705,4.5459,0.7093,-0.1075,3.863,-0.1075,4.4383,2.4465,2.5465,1,1
ETH-USDT,2026-01-13T19:29:13+00:00,2026-01-13T21:29:13+02:00,2026-01-13,data/history/2026-01-13/2026-01-13T19-29-13Z.json,1768330800,3203.89,96,1.9451,2.6223,2.6263,2.5458,4.0538,4.63,0.6928,-0.3262,3.7277,-0.3262,4.3038,2.2011,2.3532,1,1
ETH-USDT,2026-01-13T20:36:25+00:00,2026-01-13T22:36:25+02:00,2026-01-13,data/history/2026-01-13/2026-01-13T20-36-25Z.json,1768334400,3198.98,96,1.7041,2.0106,3.0838,2.6917,4.2379,4.815,0.7255,-0.658,3.5799,-0.658,4.157,1.8986,2.1312,1,1
ETH-USDT,2026-01-13T21:32:09+00:00,2026-01-13T23:32:09+02:00,2026-01-13,data/history/2026-01-13/2026-01-13T21-32-09Z.json,1768338000,3214.37,96,0.9383,2.4138,3.96,2.9887,4.0888,4.7919,0.7228,-0.1761,3.9127,-0.1761,4.6158,2.2149,2.555,1,1
ETH-USDT,2026-01-13T22:35:24+00:00,2026-01-14T00:35:24+02:00,2026-01-14,data/history/2026-01-14/2026-01-13T22-35-24Z.json,1768341600,3315.98,96,4.2541,5.7844,7.115,6.6372,8.7476,9.4292,1.0145,-1.8905,6.8571,-1.8905,7.5386,5.1456,5.6552,1,1
ETH-USDT,2026-01-13T23:28:22+00:00,2026-01-14T01:28:22+02:00,2026-01-14,data/history/2026-01-14/2026-01-13T23-28-22Z.json,1768345200,3325.31,96,4.5662,6.1077,7.4216,6.475,8.623,9.4027,0.995,-1.6047,7.0183,-1.6047,7.7981,5.103,5.8006,1,1
ETH-USDT,2026-01-14T02:31:12+00:00,2026-01-14T04:31:12+02:00,2026-01-14,data/history/2026-01-14/2026-01-14T02-31-12Z.json,1768356000,3334.7,96,4.0559,6.019,7.52,5.6164,8.3249,9.3763,0.9432,-1.3186,7.0063,-1.3186,8.0577,4.4545,5.6842,1,1
ETH-USDT,2026-01-14T04:15:17+00:00,2026-01-14T06:15:17+02:00,2026-01-14,data/history/2026-01-14/2026-01-14T04-15-17Z.json,1768363200,3342.04,96,0.3607,5.0735,7.0371,5.7872,7.6986,9.3557,0.9452,-1.096,6.6026,-1.096,8.2596,4.077,5.6559,1,1
ETH-USDT,2026-01-14T05:37:14+00:00,2026-01-14T07:37:14+02:00,2026-01-14,data/history/2026-01-14/2026-01-14T05-37-14Z.json,1768366800,3331.53,96,0.1861,4.7618,6.3846,5.4649,7.7037,9.3852,0.9202,-1.415,6.2887,-1.415,7.9702,3.4853,5.2061,1,1
ETH-USDT,2026-01-14T06:50:04+00:00,2026-01-14T08:50:04+02:00,2026-01-14,data/history/2026-01-14/2026-01-14T06-50-04Z.json,1768370400,3331.63,96,0.2292,4.0812,6.2945,5.6051,7.7034,9.3849,0.884,-1.4119,6.2915,-1.4119,7.973,3.2258,5.0875,1,1
ETH-USDT,2026-01-14T07:35:30+00:00,2026-01-14T09:35:30+02:00,2026-01-14,data/history/2026-01-14/2026-01-14T07-35-30Z.json,1768374000,3332.35,96,-0.1199,3.6201,6.737,6.2849,7.7018,9.3829,0.8504,-1.39,6.3118,-1.39,7.9929,2.9652,4.9726,1,1
ETH-USDT,2026-01-14T08:45:22+00:00,2026-01-14T10:45:22+02:00,2026-01-14,data/history/2026-01-14/2026-01-14T08-45-22Z.json,1768377600,3327.83,96,0.0433,3.8415,6.1194,6.8132,7.4974,9.3956,0.8254,-1.5277,5.9697,-1.5277,7.8679,2.5676,4.682,1,1
ETH-USDT,2026-01-14T09:39:59+00:00,2026-01-14T11:39:59+02:00,2026-01-14,data/history/2026-01-14/2026-01-14T09-39-59Z.json,1768381200,3332.07,96,-0.5907,3.8115,6.1639,6.9215,7.465,9.3837,0.783,-1.3985,6.0665,-1.3985,7.9851,2.4441,4.6676,1,1
ETH-USDT,2026-01-14T10:40:11+00:00,2026-01-14T12:40:11+02:00,2026-01-14,data/history/2026-01-14/2026-01-14T10-40-11Z.json,1768384800,3313.5,96,-0.7655,-0.4964,5.7052,6.6511,7.5069,9.4362,0.7974,-1.9668,5.5401,-1.9668,7.4694,1.646,3.9467,1,1
ETH-USDT,2026-01-14T11:32:24+00:00,2026-01-14T13:32:24+02:00,2026-01-14,data/history/2026-01-14/2026-01-14T11-32-24Z.json,1768388400,3298.63,96,-0.9646,-0.8032,5.2564,5.8811,7.5407,9.4788,0.7934,-2.4265,5.1142,-2.4265,7.0523,0.9781,3.3569,1,1
ETH-USDT,2026-01-14T13:07:13+00:00,2026-01-14T15:07:13+02:00,2026-01-14,data/history/2026-01-14/2026-01-14T13-07-13Z.json,1768395600,3290.84,96,-1.349,-1.3641,4.7118,5.84,7.5513,9.5012,0.7562,-2.6689,4.8823,-2.6689,6.8323,0.3597,2.879,1,1
ETH-USDT,2026-01-14T14:38:48+00:00,2026-01-14T16:38:48+02:00,2026-01-14,data/history/2026-01-14/2026-01-14T14-38-48Z.json,1768399200,3323.31,96,-0.1277,-0.0926,5.6569,7.0195,7.3902,8.8665,0.7676,-1.6658,5.7244,-1.6658,7.2007,1.1056,3.7385,1,1
ETH-USDT,2026-01-14T15:35:45+00:00,2026-01-14T17:35:45+02:00,2026-01-14,data/history/2026-01-14/2026-01-14T15-35-45Z.json,1768402800,3358.35,96,0.9229,0.1933,5.4596,7.2815,6.1545,8.774,0.8427,-0.6051,5.5495,-0.6051,8.1689,1.9136,4.6595,1,1
ETH-USDT,2026-01-14T16:47:11+00:00,2026-01-14T18:47:11+02:00,2026-01-14,data/history/2026-01-14/2026-01-14T16-47-11Z.json,1768406400,3381.61,96,2.0765,1.2743,6.3175,8.0307,6.8266,9.4505,0.9,-0.65,6.1766,-0.65,8.8005,2.3755,5.2212,1,1
ETH-USDT,2026-01-14T17:38:19+00:00,2026-01-14T19:38:19+02:00,2026-01-14,data/history/2026-01-14/2026-01-14T17-38-19Z.json,1768410000,3343.92,96,1.7574,0.3951,5.1514,7.6975,6.7475,9.5436,0.9352,-1.7844,4.963,-1.7844,7.7592,1.0403,3.8952,1,1
ETH-USDT,2026-01-14T18:49:37+00:00,2026-01-14T20:49:37+02:00,2026-01-14,data/history/2026-01-14/2026-01-14T18-49-37Z.json,1768413600,3326.01,96,0.9019,-0.2432,3.9057,7.0035,6.4038,9.595,0.9574,-2.3325,4.0712,-2.3325,7.2625,0.3431,3.1943,1,1
ETH-USDT,2026-01-14T19:28:58+00:00,2026-01-14T21:28:58+02:00,2026-01-14,data/history/2026-01-14/2026-01-14T19-28-58Z.json,1768417200,3362.74,96,1.8068,0.8064,4.5651,7.7145,6.3338,9.4902,0.9643,-1.2148,5.119,-1.2148,8.2754,1.2474,4.1628,1,1
ETH-USDT,2026-01-14T20:33:00+00:00,2026-01-14T22:33:00+02:00,2026-01-14,data/history/2026-01-14/2026-01-14T20-33-00Z.json,1768420800,3371.81,96,0.6757,1.3298,5.2139,8.6531,6.0413,9.4646,1.0161,-0.9425,5.0987,-0.9425,8.5221,1.3024,4.26,1,1
ETH-USDT,2026-01-14T21:32:42+00:00,2026-01-14T23:32:42+02:00,2026-01-14,data/history/2026-01-14/2026-01-14T21-32-42Z.json,1768424400,3378.19,96,0.9663,1.5191,5.2484,9.2583,5.7386,9.3242,0.9841,-0.7519,4.9867,-0.7519,8.5723,1.2659,4.2573,1,1
ETH-USDT,2026-01-14T22:35:29+00:00,2026-01-15T00:35:29+02:00,2026-01-15,data/history/2026-01-15/2026-01-14T22-35-29Z.json,1768428000,3358.5,96,-0.3472,1.3789,0.8549,8.4885,3.6677,9.3789,0.9849,-1.3426,2.3251,-1.3426,8.0363,0.6464,3.4783,1,1
ETH-USDT,2026-01-14T23:26:30+00:00,2026-01-15T01:26:30+02:00,2026-01-15,data/history/2026-01-15/2026-01-14T23-26-30Z.json,1768431600,3358.41,96,0.4793,2.1983,0.9945,8.4908,3.6678,9.28,0.9606,-1.3453,2.3225,-1.3453,7.9347,0.614,3.3075,1,1
ETH-USDT,2026-01-15T02:25:22+00:00,2026-01-15T04:25:22+02:00,2026-01-15,data/history/2026-01-15/2026-01-15T02-25-22Z.json,1768442400,3322.99,96,-1.784,-0.782,-0.1022,7.1424,3.7069,9.1042,0.9119,-2.4255,1.2814,-2.4255,6.6786,-0.4326,1.7828,0,1
ETH-USDT,2026-01-15T04:09:45+00:00,2026-01-15T06:09:45+02:00,2026-01-15,data/history/2026-01-15/2026-01-15T04-09-45Z.json,1768449600,3291.32,96,-1.7247,-2.3405,-1.4297,5.4126,3.8128,8.5744,0.9279,-3.4111,0.4017,-3.4111,5.1633,-1.2311,0.6006,0,1
ETH-USDT,2026-01-15T05:37:57+00:00,2026-01-15T07:37:57+02:00,2026-01-15,data/history/2026-01-15/2026-01-15T05-37-57Z.json,1768453200,3307.66,96,-1.3969,-1.0391,-0.6935,5.6224,3.7939,8.5127,0.9106,-2.9002,0.8937,-2.9002,5.6124,-0.729,0.978,0,1
ETH-USDT,2026-01-15T06:49:50+00:00,2026-01-15T08:49:50+02:00,2026-01-15,data/history/2026-01-15/2026-01-15T06-49-50Z.json,1768456800,3316.42,96,-0.435,-0.6852,-0.5309,5.8092,3.7839,8.4902,0.877,-2.6284,1.1555,-2.6284,5.8617,-0.4486,1.126,0,1
ETH-USDT,2026-01-15T07:35:21+00:00,2026-01-15T09:35:21+02:00,2026-01-15,data/history/2026-01-15/2026-01-15T07-35-21Z.json,1768460400,3325.22,96,0.0045,-1.25,-0.3184,6.5086,3.7739,8.4677,0.8414,-2.3568,1.417,-2.3568,6.1109,-0.1706,1.2639,0,1
ETH-USDT,2026-01-15T08:45:32+00:00,2026-01-15T10:45:32+02:00,2026-01-15,data/history/2026-01-15/2026-01-15T08-45-32Z.json,1768464000,3328.05,96,0.4243,-1.6345,0.0147,6.1264,3.7707,8.2457,0.822,-2.2698,1.5009,-2.2698,5.9759,-0.0926,1.2235,1,1
ETH-USDT,2026-01-15T09:38:37+00:00,2026-01-15T11:38:37+02:00,2026-01-15,data/history/2026-01-15/2026-01-15T09-38-37Z.json,1768467600,3356.13,96,2.1159,-0.499,0.8562,6.9305,3.7391,8.154,0.8247,-1.4141,2.325,-1.4141,6.7399,0.7034,1.9314,1,1
ETH-USDT,2026-01-15T10:39:11+00:00,2026-01-15T12:39:11+02:00,2026-01-15,data/history/2026-01-15/2026-01-15T10-39-11Z.json,1768471200,3366.57,96,1.8639,0.5222,1.6225,7.3983,3.7275,8.1287,0.8416,-1.0996,2.6279,-1.0996,7.0291,0.9368,2.0925,1,1
ETH-USDT,2026-01-15T11:31:11+00:00,2026-01-15T13:31:11+02:00,2026-01-15,data/history/2026-01-15/2026-01-15T11-31-11Z.json,1768474800,3361.59,96,1.5184,0.2108,2.2951,7.2654,3.7331,8.1408,0.8026,-1.2494,2.4836,-1.2494,6.8914,0.6957,1.7966,1,1
ETH-USDT,2026-01-15T13:05:48+00:00,2026-01-15T15:05:48+02:00,2026-01-15,data/history/2026-01-15/2026-01-15T13-05-48Z.json,1768482000,3364.98,96,1.042,1.2003,1.8746,7.0709,3.7293,8.1255,0.7781,-1.1474,2.5819,-1.1474,6.9781,0.6428,1.6143,1,1
ETH-USDT,2026-01-15T13:50:53+00:00,2026-01-15T15:50:53+02:00,2026-01-15,data/history/2026-01-15/2026-01-15T13-50-53Z.json,1768482000,3379.27,96,1.471,1.63,2.3073,7.5256,3.7135,8.0911,0.8177,-0.7197,2.9938,-0.7197,7.3714,1.0522,2.0367,1,1
ETH-USDT,2026-01-15T14:37:28+00:00,2026-01-15T16:37:28+02:00,2026-01-15,data/history/2026-01-15/2026-01-15T14-37-28Z.json,1768485600,3350.72,96,0.4166,1.1083,0.046,6.5283,3.7452,8.0735,0.8352,-1.5779,2.1673,-1.5779,6.4956,0.2066,1.0492,1,1
ETH-USDT,2026-01-15T15:37:46+00:00,2026-01-15T17:37:46+02:00,2026-01-15,data/history/2026-01-15/2026-01-15T15-37-46Z.json,1768489200,3332.86,96,-0.976,1.4078,-0.3885,4.6591,3.7652,6.9493,0.9004,-2.1222,1.643,-2.1222,4.8271,-0.3008,0.4223,0,1
ETH-USDT,2026-01-15T16:50:22+00:00,2026-01-15T18:50:22+02:00,2026-01-15,data/history/2026-01-15/2026-01-15T16-50-22Z.json,1768492800,3328.36,96,-1.0618,0.7077,-1.2415,4.6434,3.6931,6.9358,0.9728,-2.1831,1.5101,-2.2603,4.6756,-0.3812,0.195,0,1
ETH-USDT,2026-01-15T17:46:41+00:00,2026-01-15T19:46:41+02:00,2026-01-15,data/history/2026-01-15/2026-01-15T17-46-41Z.json,1768496400,3330.99,96,-0.5565,0.5943,-0.3411,4.7448,3.6902,6.7737,0.9553,-2.1024,1.5878,-2.1795,4.5941,-0.2912,0.1779,0,1
ETH-USDT,2026-01-15T18:52:08+00:00,2026-01-15T20:52:08+02:00,2026-01-15,data/history/2026-01-15/2026-01-15T18-52-08Z.json,1768500000,3281.47,96,-2.6074,-1.0389,-1.7318,2.5142,3.8794,6.4907,1.0084,-3.6432,0.2362,-3.7215,2.7692,-1.6664,-1.3428,0,1
ETH-USDT,2026-01-15T19:34:30+00:00,2026-01-15T21:34:30+02:00,2026-01-15,data/history/2026-01-15/2026-01-15T19-34-30Z.json,1768503600,3296.92,96,-2.2022,-1.0017,-2.0904,2.5184,3.6131,6.4603,0.9792,-2.9094,0.7037,-3.2354,3.2248,-1.1251,-0.9329,0,1
ETH-USDT,2026-01-15T20:37:25+00:00,2026-01-15T22:37:25+02:00,2026-01-15,data/history/2026-01-15/2026-01-15T20-37-25Z.json,1768507200,3290.92,96,-1.5367,-1.3756,-2.7319,2.6898,3.3826,6.1898,0.9663,-2.86,0.5227,-3.4237,2.7661,-1.1895,-1.1659,0,1
ETH-USDT,2026-01-15T21:32:20+00:00,2026-01-15T23:32:20+02:00,2026-01-15,data/history/2026-01-15/2026-01-15T21-32-20Z.json,1768510800,3297.43,96,-1.0072,-2.0287,-2.2393,2.7323,3.376,5.8791,0.9446,-2.6569,0.719,-3.2195,2.6596,-0.8963,-1.0226,0,1
ETH-USDT,2026-01-15T22:34:38+00:00,2026-01-16T00:34:38+02:00,2026-01-16,data/history/2026-01-16/2026-01-15T22-34-38Z.json,1768514400,3311.4,96,-0.5789,-1.566,-1.1251,-0.5595,3.3617,3.9219,0.9258,-2.2238,1.1379,-2.784,1.1379,-0.4315,-0.5927,0,0
ETH-USDT,2026-01-15T23:30:40+00:00,2026-01-16T01:30:40+02:00,2026-01-16,data/history/2026-01-16/2026-01-15T23-30-40Z.json,1768518000,3311.84,96,0.3141,-1.1282,-1.2723,-0.406,3.3613,3.9214,0.8978,-2.2103,1.151,-2.7704,1.151,-0.3629,-0.5701,0,0
ETH-USDT,2026-01-16T02:27:02+00:00,2026-01-16T04:27:02+02:00,2026-01-16,data/history/2026-01-16/2026-01-16T02-27-02Z.json,1768528800,3304.92,96,0.5271,-1.1178,-0.2737,-0.6454,3.3683,3.9296,0.8416,-2.4243,0.944,-2.9855,0.944,-0.537,-0.7504,0,0
ETH-USDT,2026-01-16T04:08:01+00:00,2026-01-16T06:08:01+02:00,2026-01-16,data/history/2026-01-16/2026-01-16T04-08-01Z.json,1768536000,3295.74,96,-0.4209,-1.049,-0.2793,-1.2974,3.3777,3.9405,0.7627,-2.7096,0.6681,-3.2724,0.6681,-0.8106,-0.9632,0,0
ETH-USDT,2026-01-16T05:37:15+00:00,2026-01-16T07:37:15+02:00,2026-01-16,data/history/2026-01-16/2026-01-16T05-37-15Z.json,1768539600,3294.84,96,-0.7166,-0.2008,-0.4974,-1.0784,3.3786,3.9416,0.7801,-2.7376,0.641,-3.3006,0.641,-0.8078,-0.9633,0,0
ETH-USDT,2026-01-16T06:49:36+00:00,2026-01-16T08:49:36+02:00,2026-01-16,data/history/2026-01-16/2026-01-16T06-49-36Z.json,1768543200,3315.13,96,-0.0549,0.8113,-0.0238,-0.5696,3.3579,3.9175,0.7913,-2.1088,1.2491,-2.6684,1.2491,-0.214,-0.3506,0,0
