asset,published_at_utc,published_at_local,date_local,history_file,entry_ts_utc,entry_close,n_candles_snapshot,ret_6h_pct,ret_12h_pct,ret_24h_pct,ret_48h_pct,range_24h_pct,range_48h_pct,atr14_pct,dist_from_24h_high_pct,dist_from_24h_low_pct,dist_from_48h_high_pct,dist_from_48h_low_pct,close_vs_sma_24_pct,close_vs_sma_48_pct,is_up_24h,is_up_48h
ETH-USDT,2026-03-20T08:56:46+00:00,2026-03-20T10:56:46+02:00,2026-03-20,data/history/2026-03-20/2026-03-20T08-56-46Z.json,1773993600,2163.35,96,0.8672,0.7902,0.1352,-6.8409,4.3081,10.8392,0.9834,-1.3345,2.9736,-7.8656,2.9736,0.9059,-0.5818,1,0
ETH-USDT,2026-03-20T09:56:08+00:00,2026-03-20T11:56:08+02:00,2026-03-20,data/history/2026-03-20/2026-03-20T09-56-08Z.json,1773997200,2140.02,96,-0.5271,-0.4623,-2.246,-8.1253,4.3551,10.884,1.02,-2.4392,1.9159,-8.9681,1.9159,-0.0885,-1.4763,0,0
ETH-USDT,2026-03-20T10:54:09+00:00,2026-03-20T12:54:09+02:00,2026-03-20,data/history/2026-03-20/2026-03-20T10-54-09Z.json,1774000800,2149.93,96,0.0712,0.4513,-1.0498,-7.0445,3.6545,10.2334,1.0079,-1.2866,2.368,-7.8654,2.368,0.4161,-0.8664,0,0
ETH-USDT,2026-03-20T11:41:18+00:00,2026-03-20T13:41:18+02:00,2026-03-20,data/history/2026-03-20/2026-03-20T11-41-18Z.json,1774004400,2138.34,96,-0.085,0.0131,-1.313,-5.7763,3.636,8.0226,1.0204,-1.7972,1.8388,-6.1838,1.8388,-0.0672,-1.2752,0,0
ETH-USDT,2026-03-20T13:22:04+00:00,2026-03-20T15:22:04+02:00,2026-03-20,data/history/2026-03-20/2026-03-20T13-22-04Z.json,1774011600,2144.57,96,-0.2883,-0.3026,0.3345,-4.0783,3.6254,6.4339,0.964,-1.5015,2.124,-4.31,2.124,0.1863,-0.8116,1,0
ETH-USDT,2026-03-20T14:58:02+00:00,2026-03-20T16:58:02+02:00,2026-03-20,data/history/2026-03-20/2026-03-20T14-58-02Z.json,1774015200,2130.7,96,-1.5493,-0.6551,0.4266,-2.718,3.649,6.3139,1.0672,-2.1622,1.4868,-4.8271,1.4868,-0.4472,-1.3808,1,0
ETH-USDT,2026-03-20T15:55:09+00:00,2026-03-20T17:55:09+02:00,2026-03-20,data/history/2026-03-20/2026-03-20T15-55-09Z.json,1774018800,2133.16,96,-0.382,-0.846,0.6853,-2.4961,3.3664,6.3066,1.0519,-2.0444,1.322,-4.7062,1.6004,-0.3577,-1.2136,1,0
ETH-USDT,2026-03-20T16:58:36+00:00,2026-03-20T18:58:36+02:00,2026-03-20,data/history/2026-03-20/2026-03-20T16-58-36Z.json,1774022400,2139.29,96,-0.4301,-0.424,1.1317,-1.912,3.3567,6.2885,1.0215,-1.752,1.6047,-4.4061,1.8824,-0.1205,-0.8911,1,0
ETH-USDT,2026-03-20T17:50:07+00:00,2026-03-20T19:50:07+02:00,2026-03-20,data/history/2026-03-20/2026-03-20T17-50-07Z.json,1774026000,2126.72,96,-0.6897,-0.628,-0.0127,-3.5068,2.936,6.3257,1.0255,-2.3534,0.5826,-5.0232,1.3025,-0.7031,-1.3981,0,0
ETH-USDT,2026-03-20T19:04:12+00:00,2026-03-20T21:04:12+02:00,2026-03-20,data/history/2026-03-20/2026-03-20T19-04-12Z.json,1774033200,2126.74,96,-0.0606,-1.1173,-0.6911,-2.7051,2.8292,6.3256,0.9639,-2.3524,0.4768,-5.0222,1.3034,-0.6894,-1.2949,0,0
ETH-USDT,2026-03-20T19:47:09+00:00,2026-03-20T21:47:09+02:00,2026-03-20,data/history/2026-03-20/2026-03-20T19-47-09Z.json,1774033200,2127.72,96,-0.0146,-1.0717,-0.6453,-2.6603,2.8279,6.3227,0.9916,-2.3053,0.5226,-4.9739,1.3489,-0.6455,-1.2503,0,0
ETH-USDT,2026-03-20T20:48:19+00:00,2026-03-20T22:48:19+02:00,2026-03-20,data/history/2026-03-20/2026-03-20T20-48-19Z.json,1774036800,2130.92,96,0.0766,-1.5391,-0.7207,-2.5856,2.8237,6.3132,0.9759,-2.1517,0.672,-4.8162,1.497,-0.476,-1.0525,0,0
ETH-USDT,2026-03-20T21:41:32+00:00,2026-03-20T23:41:32+02:00,2026-03-20,data/history/2026-03-20/2026-03-20T21-41-32Z.json,1774040400,2147.29,96,0.5987,0.2779,-0.1242,-2.5217,2.8021,6.2651,0.9877,-1.3729,1.4292,-4.0172,2.2479,0.2895,-0.2409,0,0
ETH-USDT,2026-03-20T22:44:57+00:00,2026-03-21T00:44:57+02:00,2026-03-21,data/history/2026-03-21/2026-03-20T22-44-57Z.json,1774044000,2154.48,96,0.8005,0.2769,0.6639,-1.8219,2.7928,6.2442,0.9818,-1.0346,1.7582,-3.67,2.5742,0.597,0.1316,1,0
ETH-USDT,2026-03-20T23:39:13+00:00,2026-03-21T01:39:13+02:00,2026-03-21,data/history/2026-03-21/2026-03-20T23-39-13Z.json,1774047600,2146.87,96,0.4741,0.2512,0.4121,-2.5709,2.8027,6.2663,0.9556,-1.3927,1.41,-4.0375,2.2288,0.2239,-0.1676,1,0
ETH-USDT,2026-03-21T02:45:35+00:00,2026-03-21T04:45:35+02:00,2026-03-21,data/history/2026-03-21/2026-03-21T02-45-35Z.json,1774058400,2153.42,96,0.9512,1.1332,0.4042,-1.9774,2.7942,6.2473,0.8632,-1.0843,1.7098,-3.7211,2.5262,0.5049,0.2664,1,0
ETH-USDT,2026-03-21T04:45:02+00:00,2026-03-21T06:45:02+02:00,2026-03-21,data/history/2026-03-21/2026-03-21T04-45-02Z.json,1774065600,2151.88,96,-0.1341,0.6789,0.162,-1.8992,2.7962,4.6229,0.7908,-1.1567,1.6395,-2.1665,2.4565,0.4193,0.2914,1,0
ETH-USDT,2026-03-21T05:52:30+00:00,2026-03-21T07:52:30+02:00,2026-03-21,data/history/2026-03-21/2026-03-21T05-52-30Z.json,1774069200,2153.08,96,0.3131,0.7647,0.6037,-1.6526,2.7946,4.4792,0.7544,-1.1003,1.6943,-1.9683,2.5108,0.4501,0.3826,1,0
ETH-USDT,2026-03-21T07:00:13+00:00,2026-03-21T09:00:13+02:00,2026-03-21,data/history/2026-03-21/2026-03-21T07-00-13Z.json,1774076400,2155.13,96,0.3361,1.0479,0.2027,-0.539,2.7919,4.3246,0.6649,-1.0041,1.7878,-1.721,2.6036,0.4994,0.5138,1,0
ETH-USDT,2026-03-21T07:42:15+00:00,2026-03-21T09:42:15+02:00,2026-03-21,data/history/2026-03-21/2026-03-21T07-42-15Z.json,1774076400,2158.08,96,0.4735,1.1862,0.3399,-0.4029,2.7881,4.3187,0.6826,-0.866,1.9221,-1.582,2.7367,0.6312,0.6485,1,0
ETH-USDT,2026-03-21T08:48:20+00:00,2026-03-21T10:48:20+02:00,2026-03-21,data/history/2026-03-21/2026-03-21T08-48-20Z.json,1774080000,2152.71,96,-0.0947,0.9179,-0.5323,-0.3573,2.3872,4.3294,0.6643,-0.7098,1.6774,-1.8354,2.4941,0.409,0.4084,0,0
ETH-USDT,2026-03-21T09:43:25+00:00,2026-03-21T11:43:25+02:00,2026-03-21,data/history/2026-03-21/2026-03-21T09-43-25Z.json,1774083600,2158.25,96,0.2159,0.4978,0.7897,-1.4133,2.3811,4.3183,0.6322,-0.4513,1.9298,-1.574,2.7444,0.6317,0.6958,1,0
ETH-USDT,2026-03-21T10:42:42+00:00,2026-03-21T12:42:42+02:00,2026-03-21,data/history/2026-03-21/2026-03-21T10-42-42Z.json,1774087200,2155.78,96,0.1822,0.0469,0.3374,-0.7806,2.3838,3.6446,0.6053,-0.5664,1.8174,-1.0117,2.6329,0.5019,0.5969,1,0
ETH-USDT,2026-03-21T11:33:33+00:00,2026-03-21T13:33:33+02:00,2026-03-21,data/history/2026-03-21/2026-03-21T11-33-33Z.json,1774090800,2154.89,96,0.0678,0.3974,0.6257,-0.5492,2.3848,3.6081,0.5752,-0.6079,1.7769,-1.0154,2.5927,0.4379,0.5688,1,0
ETH-USDT,2026-03-21T13:10:50+00:00,2026-03-21T15:10:50+02:00,2026-03-21,data/history/2026-03-21/2026-03-21T13-10-50Z.json,1774098000,2157.68,96,0.1179,0.4549,1.3933,0.9479,2.3817,3.6034,0.5164,-0.4778,1.9039,-0.8847,2.7187,0.473,0.6518,1,1
ETH-USDT,2026-03-21T14:39:47+00:00,2026-03-21T16:39:47+02:00,2026-03-21,data/history/2026-03-21/2026-03-21T14-39-47Z.json,1774101600,2161.35,96,0.3394,0.3063,1.5057,1.8712,2.3499,3.5973,0.5295,-0.3155,2.0344,-0.7134,2.8838,0.5849,0.7859,1,1
ETH-USDT,2026-03-21T15:36:53+00:00,2026-03-21T17:36:53+02:00,2026-03-21,data/history/2026-03-21/2026-03-21T15-36-53Z.json,1774105200,2155.09,96,-0.1571,0.0692,0.9642,1.7204,2.3567,3.3321,0.5456,-0.6069,1.7498,-1.006,2.3261,0.2715,0.4674,1,1
ETH-USDT,2026-03-21T16:45:16+00:00,2026-03-21T18:45:16+02:00,2026-03-21,data/history/2026-03-21/2026-03-21T16-45-16Z.json,1774108800,2148.52,96,-0.2507,-0.1552,0.5217,1.5681,2.364,3.3423,0.5376,-0.9146,1.4494,-1.3149,2.0274,-0.0562,0.1287,1,1
ETH-USDT,2026-03-21T17:36:49+00:00,2026-03-21T19:36:49+02:00,2026-03-21,data/history/2026-03-21/2026-03-21T17-36-49Z.json,1774112400,2149.76,96,-0.3481,-0.1704,0.6093,1.0705,2.3626,2.9045,0.532,-0.8564,1.5062,-1.2564,1.6481,-0.0201,0.1661,1,1
ETH-USDT,2026-03-21T18:52:18+00:00,2026-03-21T20:52:18+02:00,2026-03-21,data/history/2026-03-21/2026-03-21T18-52-18Z.json,1774116000,2151.62,96,-0.2855,-0.192,1.3428,1.2556,2.3605,2.7965,0.5214,-0.7692,1.5914,-1.1689,1.6276,0.0136,0.2281,1,1
ETH-USDT,2026-03-21T19:34:15+00:00,2026-03-21T21:34:15+02:00,2026-03-21,data/history/2026-03-21/2026-03-21T19-34-15Z.json,1774119600,2150.42,96,-0.2514,-0.219,0.8271,0.4147,2.054,2.7981,0.4942,-0.8254,1.2286,-1.2253,1.5727,-0.0766,0.1634,1,1
ETH-USDT,2026-03-21T20:39:06+00:00,2026-03-21T22:39:06+02:00,2026-03-21,data/history/2026-03-21/2026-03-21T20-39-06Z.json,1774123200,2155.78,96,0.1682,0.0808,1.0618,0.4375,1.7326,2.7911,0.4802,-0.5747,1.1578,-0.9737,1.8174,0.1246,0.4019,1,1
ETH-USDT,2026-03-21T21:36:26+00:00,2026-03-21T23:36:26+02:00,2026-03-21,data/history/2026-03-21/2026-03-21T21-36-26Z.json,1774126800,2154.67,96,-0.0278,-0.1765,0.3311,0.2191,1.2099,2.7925,0.4584,-0.6265,0.5834,-1.0257,1.7669,0.0595,0.3457,1,1
ETH-USDT,2026-03-21T22:38:53+00:00,2026-03-22T00:38:53+02:00,2026-03-22,data/history/2026-03-22/2026-03-21T22-38-53Z.json,1774130400,2152.83,96,0.287,-0.0506,-0.09,0.5868,1.211,2.7949,0.4424,-0.7126,0.4984,-1.112,1.6829,-0.0205,0.2487,0,1
ETH-USDT,2026-03-21T23:36:32+00:00,2026-03-22T01:36:32+02:00,2026-03-22,data/history/2026-03-22/2026-03-21T23-36-32Z.json,1774134000,2145.41,96,-0.142,-0.5498,-0.0443,0.3438,1.2152,2.8046,0.4336,-1.0609,0.1543,-1.4617,1.3429,-0.3582,-0.1014,0,1
ETH-USDT,2026-03-22T03:18:43+00:00,2026-03-22T05:18:43+02:00,2026-03-22,data/history/2026-03-22/2026-03-22T03-18-43Z.json,1774148400,2103.77,96,-2.3211,-2.3895,-2.3138,-2.2121,5.6152,6.0239,0.7663,-3.0612,2.554,-3.47,2.554,-1.7502,-1.7847,0,0
ETH-USDT,2026-03-22T05:22:58+00:00,2026-03-22T07:22:58+02:00,2026-03-22,data/history/2026-03-22/2026-03-22T05-22-58Z.json,1774155600,2116.78,96,1.5447,-1.4745,-1.7019,-1.0924,5.5806,5.9869,0.7857,-2.4277,3.1529,-2.834,3.1529,-1.0291,-1.1367,0,0
ETH-USDT,2026-03-22T07:04:43+00:00,2026-03-22T09:04:43+02:00,2026-03-22,data/history/2026-03-22/2026-03-22T07-04-43Z.json,1774162800,2110.63,96,0.92,-1.9434,-2.0653,-1.8663,5.5969,6.0044,0.7183,-2.7262,2.8707,-3.1337,2.8707,-1.1328,-1.3548,0,0
ETH-USDT,2026-03-22T07:48:04+00:00,2026-03-22T09:48:04+02:00,2026-03-22,data/history/2026-03-22/2026-03-22T07-48-04Z.json,1774162800,2100.53,96,0.437,-2.4126,-2.5339,-2.3359,5.6238,6.0332,0.7699,-3.2201,2.4037,-3.6296,2.4037,-1.5866,-1.8172,0,0
ETH-USDT,2026-03-22T08:50:15+00:00,2026-03-22T10:50:15+02:00,2026-03-22,data/history/2026-03-22/2026-03-22T08-50-15Z.json,1774166400,2085.83,96,-0.8004,-3.2398,-3.1666,-3.6225,5.6635,5.6635,0.8011,-3.9476,1.7159,-3.9476,1.7159,-2.1317,-2.4232,0,0
ETH-USDT,2026-03-22T09:45:25+00:00,2026-03-22T11:45:25+02:00,2026-03-22,data/history/2026-03-22/2026-03-22T09-45-25Z.json,1774170000,2084.98,96,-1.369,-3.1935,-3.4052,-2.632,5.6658,5.6658,0.8019,-3.99,1.6758,-3.99,1.6758,-2.0322,-2.4101,0,0
ETH-USDT,2026-03-22T10:43:43+00:00,2026-03-22T12:43:43+02:00,2026-03-22,data/history/2026-03-22/2026-03-22T10-43-43Z.json,1774173600,2080.42,96,-1.8387,-3.2457,-3.4124,-3.1701,5.6782,5.6782,0.7793,-4.2179,1.4603,-4.2179,1.4603,-2.1062,-2.5591,0,0
ETH-USDT,2026-03-22T11:34:18+00:00,2026-03-22T13:34:18+02:00,2026-03-22,data/history/2026-03-22/2026-03-22T11-34-18Z.json,1774177200,2080.23,96,-1.549,-0.2087,-3.5712,-2.8606,5.6787,5.6787,0.7522,-4.2274,1.4513,-4.2274,1.4513,-1.9694,-2.5109,0,0
ETH-USDT,2026-03-22T13:12:44+00:00,2026-03-22T15:12:44+02:00,2026-03-22,data/history/2026-03-22/2026-03-22T13-12-44Z.json,1774184400,2086.53,96,-0.3367,-0.2324,-3.215,-1.9502,5.6616,5.6616,0.7712,-3.9127,1.7488,-3.9127,1.7488,-1.373,-2.1103,0,0
ETH-USDT,2026-03-22T14:41:30+00:00,2026-03-22T16:41:30+02:00,2026-03-22,data/history/2026-03-22/2026-03-22T14-41-30Z.json,1774188000,2083.02,96,-0.1697,-0.9341,-3.2126,-2.173,5.1584,5.6711,0.7932,-3.5751,1.5833,-4.0878,1.5833,-1.3894,-2.2232,0,0
ETH-USDT,2026-03-22T15:37:25+00:00,2026-03-22T17:37:25+02:00,2026-03-22,data/history/2026-03-22/2026-03-22T15-37-25Z.json,1774191600,2077.83,96,-0.3592,-1.7073,-3.5931,-2.6554,5.1467,5.6853,0.7616,-3.8093,1.3375,-4.3478,1.3375,-1.4754,-2.4083,0,0
ETH-USDT,2026-03-22T16:45:20+00:00,2026-03-22T18:45:20+02:00,2026-03-22,data/history/2026-03-22/2026-03-22T16-45-20Z.json,1774195200,2080.66,96,-0.0471,-1.8274,-3.075,-2.6533,5.1397,5.6775,0.7341,-3.6681,1.4716,-4.2059,1.4716,-1.2224,-2.226,0,0
ETH-USDT,2026-03-22T17:36:34+00:00,2026-03-22T19:36:34+02:00,2026-03-22,data/history/2026-03-22/2026-03-22T17-36-34Z.json,1774198800,2082.06,96,0.5797,-1.4624,-3.0906,-2.559,5.1363,5.6737,0.6973,-3.5984,1.5379,-4.1358,1.5379,-1.0294,-2.1095,0,0
ETH-USDT,2026-03-22T18:53:42+00:00,2026-03-22T20:53:42+02:00,2026-03-22,data/history/2026-03-22/2026-03-22T18-53-42Z.json,1774202400,2070.85,96,-0.5618,-1.794,-3.762,-2.4615,5.1641,5.7044,0.739,-4.1592,1.0049,-4.6995,1.0049,-1.4003,-2.5848,0,0
ETH-USDT,2026-03-22T19:35:40+00:00,2026-03-22T21:35:40+02:00,2026-03-22,data/history/2026-03-22/2026-03-22T19-35-40Z.json,1774206000,2062.47,96,-0.7813,-1.486,-4.1808,-3.2966,5.185,5.7276,0.7535,-4.5824,0.6027,-5.1249,0.6027,-1.6265,-2.9135,0,0
ETH-USDT,2026-03-22T20:41:33+00:00,2026-03-22T22:41:33+02:00,2026-03-22,data/history/2026-03-22/2026-03-22T20-41-33Z.json,1774209600,2063.61,96,-0.7073,-1.0999,-4.2706,-3.2591,5.1822,5.7244,0.7413,-4.5246,0.6576,-5.0668,0.6576,-1.3929,-2.7941,0,0
ETH-USDT,2026-03-22T21:37:25+00:00,2026-03-22T23:37:25+02:00,2026-03-22,data/history/2026-03-22/2026-03-22T21-37-25Z.json,1774213200,2040.68,96,-2.0298,-2.1407,-5.2504,-4.9768,6.2719,6.9688,0.8288,-5.5506,0.7213,-6.2474,0.7213,-2.2586,-3.7685,0,0
ETH-USDT,2026-03-22T22:39:40+00:00,2026-03-23T00:39:40+02:00,2026-03-23,data/history/2026-03-23/2026-03-22T22-39-40Z.json,1774216800,2059.06,96,-1.1203,-1.0847,-4.2391,-4.4418,6.0207,6.9065,0.8744,-4.4132,1.6075,-5.299,1.6075,-1.209,-2.8154,0,0
ETH-USDT,2026-03-22T23:39:45+00:00,2026-03-23T01:39:45+02:00,2026-03-23,data/history/2026-03-23/2026-03-22T23-39-45Z.json,1774220400,2061.4,96,-0.899,-0.4183,-1.112,-3.9583,4.9219,6.8987,0.8706,-3.2027,1.7192,-5.1795,1.7192,-1.0576,-2.6269,0,0
ETH-USDT,2026-03-23T03:21:14+00:00,2026-03-23T05:21:14+02:00,2026-03-23,data/history/2026-03-23/2026-03-23T03-21-14Z.json,1774234800,2058.92,96,0.633,-1.1541,-2.6018,-4.3964,4.7064,6.907,0.9386,-3.1055,1.6008,-5.3062,1.6008,-0.8005,-2.3562,0,0
ETH-USDT,2026-03-23T05:44:55+00:00,2026-03-23T07:44:55+02:00,2026-03-23,data/history/2026-03-23/2026-03-23T05-44-55Z.json,1774242000,2063.3,96,0.4586,-0.8077,-2.3503,-4.1854,4.2345,6.8924,0.9087,-2.4248,1.8097,-5.0826,1.8097,-0.3692,-1.9711,0,0
ETH-USDT,2026-03-23T07:37:35+00:00,2026-03-23T09:37:35+02:00,2026-03-23,data/history/2026-03-23/2026-03-23T07-37-35Z.json,1774249200,2040.38,96,-0.3492,-1.0993,-2.5411,-5.3249,3.6057,7.1178,0.9899,-2.751,0.8547,-6.263,0.8547,-1.2407,-2.8417,0,0
ETH-USDT,2026-03-23T09:10:25+00:00,2026-03-23T11:10:25+02:00,2026-03-23,data/history/2026-03-23/2026-03-23T09-10-25Z.json,1774256400,2042.14,96,-0.4975,-0.1872,-2.0707,-5.3899,3.4111,7.1117,0.9687,-2.4709,0.9402,-6.1715,0.9402,-1.0014,-2.5473,0,0
ETH-USDT,2026-03-23T11:06:37+00:00,2026-03-23T13:06:37+02:00,2026-03-23,data/history/2026-03-23/2026-03-23T11-06-37Z.json,1774263600,2137.52,96,3.2898,4.0723,3.2588,-0.9155,5.9555,6.7943,1.2031,-0.5951,5.3604,-1.4339,5.3604,3.5465,2.1293,1,0
ETH-USDT,2026-03-23T11:53:53+00:00,2026-03-23T13:53:53+02:00,2026-03-23,data/history/2026-03-23/2026-03-23T11-53-53Z.json,1774263600,2148.66,96,3.8281,4.6147,3.797,-0.3991,8.1441,8.1441,1.3554,-2.2931,5.8511,-2.2931,5.8511,4.0627,2.6502,1,0
ETH-USDT,2026-03-23T13:44:21+00:00,2026-03-23T15:44:21+02:00,2026-03-23,data/history/2026-03-23/2026-03-23T13-44-21Z.json,1774270800,2175.08,96,6.3676,6.2295,4.636,0.8925,8.0452,8.0452,1.395,-1.0505,6.9947,-1.0505,6.9947,5.0369,3.921,1,1
ETH-USDT,2026-03-23T15:11:33+00:00,2026-03-23T17:11:33+02:00,2026-03-23,data/history/2026-03-23/2026-03-23T15-11-33Z.json,1774278000,2181.72,96,6.7576,6.3035,4.7413,1.2272,8.0207,8.0207,1.3287,-0.743,7.2777,-0.743,7.2777,4.9079,4.1689,1,1
ETH-USDT,2026-03-23T17:06:33+00:00,2026-03-23T19:06:33+02:00,2026-03-23,data/history/2026-03-23/2026-03-23T17-06-33Z.json,1774285200,2135.03,96,0.0183,3.1695,2.6407,-0.6251,8.1961,8.1961,1.4272,-2.9461,5.25,-2.9461,5.25,2.5497,2.0183,1,0
ETH-USDT,2026-03-23T18:02:33+00:00,2026-03-23T20:02:33+02:00,2026-03-23,data/history/2026-03-23/2026-03-23T18-02-33Z.json,1774288800,2153.76,96,0.443,5.7133,3.9319,0.0911,8.1249,8.1249,1.413,-2.0508,6.074,-2.0508,6.074,3.245,2.8935,1,1
ETH-USDT,2026-03-23T19:09:41+00:00,2026-03-23T21:09:41+02:00,2026-03-23,data/history/2026-03-23/2026-03-23T19-09-41Z.json,1774292400,2164.92,96,-0.9448,5.8708,4.9373,0.5789,8.083,8.083,1.4337,-1.5248,6.5582,-1.5248,6.5582,3.5384,3.3984,1,1
ETH-USDT,2026-03-23T20:51:33+00:00,2026-03-23T22:51:33+02:00,2026-03-23,data/history/2026-03-23/2026-03-23T20-51-33Z.json,1774296000,2161.33,96,-0.9509,5.5316,4.9928,0.2626,8.0964,8.0964,1.416,-1.6934,6.403,-1.6934,6.403,3.1763,3.2316,1,1
ETH-USDT,2026-03-23T21:48:24+00:00,2026-03-23T23:48:24+02:00,2026-03-23,data/history/2026-03-23/2026-03-23T21-48-24Z.json,1774299600,2157.86,96,1.3818,5.5901,5.4688,0.1904,8.1094,8.1094,1.3474,-1.8569,6.2525,-1.8569,6.2525,2.7818,3.0616,1,1
ETH-USDT,2026-03-23T22:49:15+00:00,2026-03-24T00:49:15+02:00,2026-03-24,data/history/2026-03-24/2026-03-23T22-49-15Z.json,1774303200,2151.42,96,0.7309,4.9965,4.3128,0.0563,8.1337,8.1337,1.3074,-2.1618,5.9719,-2.1618,5.9719,2.295,2.7531,1,1
ETH-USDT,2026-03-23T23:45:22+00:00,2026-03-24T01:45:22+02:00,2026-03-24,data/history/2026-03-24/2026-03-23T23-45-22Z.json,1774306800,2150.41,96,-0.0934,0.7388,4.6999,3.158,8.1375,8.1375,1.2591,-2.2098,5.9277,-2.2098,5.9277,2.048,2.6357,1,1
ETH-USDT,2026-03-24T02:53:10+00:00,2026-03-24T04:53:10+02:00,2026-03-24,data/history/2026-03-24/2026-03-24T02-53-10Z.json,1774317600,2137.86,96,-1.0891,-2.0265,3.588,1.6741,8.1853,8.1853,1.215,-2.8098,5.3755,-2.8098,5.3755,0.9205,1.8954,1,1
ETH-USDT,2026-03-24T05:02:42+00:00,2026-03-24T07:02:42+02:00,2026-03-24,data/history/2026-03-24/2026-03-24T05-02-42Z.json,1774328400,2133.07,96,-0.9041,-0.899,3.0747,0.9517,8.2037,8.2037,1.0946,-3.0407,5.163,-3.0407,5.163,0.2572,1.6038,1,1
ETH-USDT,2026-03-24T06:10:56+00:00,2026-03-24T08:10:56+02:00,2026-03-24,data/history/2026-03-24/2026-03-24T06-10-56Z.json,1774332000,2137.28,96,-0.299,-1.4502,4.9044,1.3563,8.1875,8.1875,1.0451,-2.8377,5.3498,-2.8377,5.3498,0.2577,1.7748,1,1
ETH-USDT,2026-03-24T08:00:07+00:00,2026-03-24T10:00:07+02:00,2026-03-24,data/history/2026-03-24/2026-03-24T08-00-07Z.json,1774339200,2166.82,96,1.4301,0.2508,5.7997,3.8465,7.7865,8.0759,0.9986,-1.4357,6.3508,-1.4357,6.6401,1.1537,3.0175,1,1
ETH-USDT,2026-03-24T09:05:03+00:00,2026-03-24T11:05:03+02:00,2026-03-24,data/history/2026-03-24/2026-03-24T09-05-03Z.json,1774342800,2157.99,96,0.7733,0.0199,5.5964,3.4848,7.2966,8.1089,0.9845,-1.8508,5.4458,-1.8508,6.2581,0.5402,2.5356,1,1
ETH-USDT,2026-03-24T10:07:06+00:00,2026-03-24T12:07:06+02:00,2026-03-24,data/history/2026-03-24/2026-03-24T10-07-06Z.json,1774346400,2162.72,96,1.2471,0.4365,5.548,3.895,6.8844,8.0912,0.9761,-1.628,5.2563,-1.628,6.4632,0.5254,2.6709,1,1
ETH-USDT,2026-03-24T11:07:55+00:00,2026-03-24T13:07:55+02:00,2026-03-24,data/history/2026-03-24/2026-03-24T11-07-55Z.json,1774350000,2156.32,96,1.0616,0.1761,1.0156,4.167,3.9317,8.1152,0.9583,-1.6737,2.258,-1.9297,6.1855,0.1886,2.2813,1,1
ETH-USDT,2026-03-24T13:46:43+00:00,2026-03-24T15:46:43+02:00,2026-03-24,data/history/2026-03-24/2026-03-24T13-46-43Z.json,1774357200,2142.16,96,-1.0888,0.2232,-1.9862,3.0524,3.4839,8.1689,1.0076,-2.3458,1.1381,-2.6034,5.5654,-0.4391,1.4563,0,1
ETH-USDT,2026-03-24T15:15:59+00:00,2026-03-24T17:15:59+02:00,2026-03-24,data/history/2026-03-24/2026-03-24T15-15-59Z.json,1774364400,2136.59,96,-1.3063,-0.226,0.3824,2.5747,2.8471,8.1902,1.0026,-1.9667,0.8804,-2.8709,5.3192,-0.6143,1.087,1,1
ETH-USDT,2026-03-24T17:12:15+00:00,2026-03-24T19:12:15+02:00,2026-03-24,data/history/2026-03-24/2026-03-24T17-12-15Z.json,1774371600,2117.95,96,-2.2102,-0.7368,-1.6015,1.8196,3.0879,8.2622,1.0109,-2.8641,0.2238,-3.7763,4.4859,-1.3965,0.1249,0,1
ETH-USDT,2026-03-24T19:18:35+00:00,2026-03-24T21:18:35+02:00,2026-03-24,data/history/2026-03-24/2026-03-24T19-18-35Z.json,1774378800,2125.1,96,-0.6238,-1.8765,-1.3751,3.0072,3.3989,8.2344,0.9976,-2.3589,1.04,-3.4271,4.8073,-0.8934,0.3644,0,1
ETH-USDT,2026-03-24T20:54:31+00:00,2026-03-24T22:54:31+02:00,2026-03-24,data/history/2026-03-24/2026-03-24T20-54-31Z.json,1774382400,2150.55,96,0.7675,-0.2236,-0.502,4.4692,3.3587,8.137,1.0595,-1.1476,2.2111,-2.2032,5.9338,0.3308,1.4828,0,1
ETH-USDT,2026-03-24T21:49:49+00:00,2026-03-24T23:49:49+02:00,2026-03-24,data/history/2026-03-24/2026-03-24T21-49-49Z.json,1774386000,2149.3,96,0.65,-0.7192,-0.3828,5.0504,3.3606,8.1417,1.0216,-1.2064,2.1542,-2.2626,5.8791,0.2933,1.3233,0,1
ETH-USDT,2026-03-24T22:46:56+00:00,2026-03-25T00:46:56+02:00,2026-03-25,data/history/2026-03-25/2026-03-24T22-46-56Z.json,1774389600,2144.45,96,0.819,-0.7792,-0.4119,3.9748,3.3682,8.1601,1.0002,-1.4353,1.9329,-2.4939,5.6663,0.0856,1.014,0,1
ETH-USDT,2026-03-24T23:44:07+00:00,2026-03-25T01:44:07+02:00,2026-03-25,data/history/2026-03-25/2026-03-24T23-44-07Z.json,1774393200,2160.29,96,2.4349,-0.2553,0.3605,5.1809,3.3435,8.1003,0.9911,-0.6916,2.652,-1.7424,6.3579,0.8073,1.6528,1,1
ETH-USDT,2026-03-25T03:15:44+00:00,2026-03-25T05:15:44+02:00,2026-03-25,data/history/2026-03-25/2026-03-25T03-15-44Z.json,1774407600,2150.56,96,0.0912,0.709,0.4264,4.7852,3.3587,8.137,0.8779,-1.1471,2.2115,-2.2027,5.9343,0.2337,0.7866,1,1
