asset,published_at_utc,published_at_local,date_local,history_file,entry_ts_utc,entry_close,n_candles_snapshot,ret_6h_pct,ret_12h_pct,ret_24h_pct,ret_48h_pct,range_24h_pct,range_48h_pct,atr14_pct,dist_from_24h_high_pct,dist_from_24h_low_pct,dist_from_48h_high_pct,dist_from_48h_low_pct,close_vs_sma_24_pct,close_vs_sma_48_pct,is_up_24h,is_up_48h,max_up_pct_24,max_down_pct_24,close_change_pct_24,range_pct_24,max_up_pct_48,max_down_pct_48,close_change_pct_48,range_pct_48,max_up_pct_168,max_down_pct_168,close_change_pct_168,range_pct_168,max_up_pct_336,max_down_pct_336,close_change_pct_336,range_pct_336,t_hit_up_0p5,t_hit_down_0p5,mdd_before_hit_up_0p5,t_hit_up_1,t_hit_down_1,mdd_before_hit_up_1,t_hit_up_2,t_hit_down_2,mdd_before_hit_up_2,t_hit_up_3,t_hit_down_3,mdd_before_hit_up_3,t_hit_up_5,t_hit_down_5,mdd_before_hit_up_5
ETH-USDT,2026-01-09T13:48:06+00:00,2026-01-09T15:48:06+02:00,2026-01-09,data/history/2026-01-09/2026-01-09T13-48-06Z.json,1767963600,3111.09,96,-0.4075,-1.1753,0.2633,-3.654,1.3008,2.9347,0.7569,-0.2131,1.0877,-1.8469,1.0877,-0.2575,-0.8716,1,0,-0.0045,-1.099,-0.3812,1.0945,-0.0045,-1.099,0.1688,1.0945,8.111,-1.099,6.3547,9.21,8.111,-7.0634,-5.5585,15.1744,52,1,-1.099,62,6,-1.099,101,266,-1.099,105,267,-1.099,106,273,-1.099
ETH-USDT,2026-01-09T14:37:23+00:00,2026-01-09T16:37:23+02:00,2026-01-09,data/history/2026-01-09/2026-01-09T14-37-23Z.json,1767967200,3098.73,96,-0.5303,-0.8736,0.0533,-3.5313,1.1598,2.937,0.7958,-0.6128,0.547,-2.2438,0.6932,-0.656,-1.191,1,0,0.3944,-0.7045,-0.0762,1.0988,0.3944,-0.7045,0.5431,1.0988,8.5422,-0.7045,7.0848,9.2467,8.5422,-6.6927,-5.0521,15.235,50,5,-0.7045,61,264,-0.7045,98,265,-0.7045,102,266,-0.7045,105,286,-0.7045
ETH-USDT,2026-01-09T15:36:05+00:00,2026-01-09T17:36:05+02:00,2026-01-09,data/history/2026-01-09/2026-01-09T15-36-05Z.json,1767970800,3143.07,96,1.3583,0.6968,0.978,-1.5714,1.2326,2.8956,0.8413,0.8065,2.0391,-0.8014,2.0941,0.7246,0.2563,1,0,-1.0219,-2.1053,-1.5253,1.0833,-1.0219,-2.1053,-0.3834,1.0833,7.011,-2.1053,5.3543,9.1162,7.011,-8.009,-6.4819,15.02,97,1,-2.1053,99,2,-2.1053,103,4,-2.1053,104,264,-2.1053,104,271,-2.1053
ETH-USDT,2026-01-09T16:42:30+00:00,2026-01-09T18:42:30+02:00,2026-01-09,data/history/2026-01-09/2026-01-09T16-42-30Z.json,1767974400,3145.63,96,1.4998,0.6933,0.7062,-1.0678,1.2315,2.8932,0.8534,0.8873,2.1188,-0.7194,2.1738,0.777,0.3606,1,0,-1.2192,-2.1849,-1.5278,0.9658,-0.9591,-2.1849,0.0537,1.2258,6.9239,-2.1849,4.4039,9.1088,6.9239,-8.0839,-5.2832,15.0078,96,1,-2.1849,98,1,-2.1849,102,3,-2.1849,103,263,-2.1849,103,270,-2.1849
ETH-USDT,2026-01-09T17:34:49+00:00,2026-01-09T19:34:49+02:00,2026-01-09,data/history/2026-01-09/2026-01-09T17-34-49Z.json,1767978000,3135.06,96,0.9805,0.4492,-0.1338,-1.1412,1.2357,2.903,0.8824,0.5531,1.7888,-1.059,1.844,0.444,0.0474,0,0,-1.2051,-1.8551,-1.1537,0.6501,-0.2447,-1.8551,-0.0405,1.6105,7.2844,-1.8551,4.6551,9.1395,7.2844,-7.774,-4.1282,15.0584,58,1,-1.8551,95,1,-1.8551,100,261,-1.8551,102,262,-1.8551,102,269,-1.8551
ETH-USDT,2026-01-09T18:47:07+00:00,2026-01-09T20:47:07+02:00,2026-01-09,data/history/2026-01-09/2026-01-09T18-47-07Z.json,1767981600,3118.74,96,0.726,-0.2211,-0.5358,-1.47,1.2422,2.9182,0.9698,0.0327,1.2749,-1.5878,1.3303,-0.0565,-0.4426,0,0,-0.6881,-1.3416,-0.7891,0.6535,0.2774,-1.3416,0.277,1.6189,7.8458,-1.3416,5.4403,9.1874,7.8458,-7.2914,-3.5697,15.1372,57,1,-1.3416,57,1,-1.3416,97,261,-1.3416,101,262,-1.3416,101,268,-1.3416
ETH-USDT,2026-01-09T19:28:29+00:00,2026-01-09T21:28:29+02:00,2026-01-09,data/history/2026-01-09/2026-01-09T19-28-29Z.json,1767985200,3094.92,96,-0.5198,-0.9251,-1.0857,-1.9232,1.3189,2.9519,1.0163,-0.7367,0.5822,-2.3697,0.5822,-0.7748,-1.1631,0,0,0.0763,-0.3803,-0.032,0.4566,1.0491,-0.3803,1.2272,1.4294,8.6758,-0.3803,5.9594,9.0561,8.6758,-6.5779,-3.4343,15.2537,45,259,-0.3803,46,259,-0.3803,93,260,-0.3803,96,262,-0.3803,100,281,-0.3803
ETH-USDT,2026-01-09T20:35:26+00:00,2026-01-09T22:35:26+02:00,2026-01-09,data/history/2026-01-09/2026-01-09T20-35-26Z.json,1767988800,3091.42,96,-0.2359,-0.7649,-0.6473,-1.9023,1.2531,2.944,0.9909,-0.8507,0.4024,-2.4856,0.4584,-0.8604,-1.2355,0,0,0.1896,-0.2675,0.0663,0.4571,1.1635,-0.2675,1.0655,1.4311,8.7989,-0.2675,6.3052,9.0664,8.7989,-6.4721,-4.1233,15.271,41,258,-0.2675,45,259,-0.2675,57,260,-0.2675,95,262,-0.2675,99,280,-0.2675
ETH-USDT,2026-01-09T21:30:58+00:00,2026-01-09T23:30:58+02:00,2026-01-09,data/history/2026-01-09/2026-01-09T21-30-58Z.json,1767992400,3091.53,96,-1.6398,-0.3038,-1.0147,-1.9412,1.4271,3.0619,0.9934,-0.8472,0.58,-2.4819,0.58,-0.8149,-1.1917,0,0,0.186,-0.2711,-0.0466,0.4571,1.1599,-0.2711,0.832,1.431,8.795,-0.2711,6.7119,9.0661,8.795,-6.4754,-4.4771,15.2704,40,257,-0.2711,44,258,-0.2711,56,259,-0.2711,94,261,-0.2711,98,279,-0.2711
ETH-USDT,2026-01-09T22:34:10+00:00,2026-01-10T00:34:10+02:00,2026-01-10,data/history/2026-01-10/2026-01-09T22-34-10Z.json,1767996000,3088.53,96,-1.8152,-0.3427,-1.3262,-2.4516,1.4285,3.0649,0.9675,-0.9451,0.4834,-2.5815,0.4834,-0.8587,-1.2379,0,0,0.2833,-0.1742,-0.0738,0.4575,1.2582,-0.1742,1.0539,1.4324,8.9007,-0.1742,6.6893,9.0749,8.9007,-6.3846,-4.1693,15.2853,38,256,-0.1742,43,257,-0.1742,53,258,-0.1742,93,260,-0.1742,97,278,-0.1742
ETH-USDT,2026-01-09T23:30:05+00:00,2026-01-10T01:30:05+02:00,2026-01-10,data/history/2026-01-10/2026-01-09T23-30-05Z.json,1767999600,3091.85,96,-1.3783,-0.4113,-0.9645,-2.8221,1.427,3.0616,0.9094,-0.8367,0.5903,-2.4713,0.5903,-0.7128,-1.0728,0,0,0.1756,-0.2814,-0.1698,0.457,1.1495,-0.2814,1.0925,1.4309,8.7837,-0.2814,6.7325,9.0651,8.7837,-6.4851,-4.269,15.2689,38,255,-0.2814,42,256,-0.2814,54,257,-0.2814,92,258,-0.2814,96,277,-0.2814
ETH-USDT,2026-01-10T02:21:46+00:00,2026-01-10T04:21:46+02:00,2026-01-10,data/history/2026-01-10/2026-01-10T02-21-46Z.json,1768010400,3092.21,96,0.0249,-0.2104,-1.0822,-2.9024,1.4268,2.2123,0.7691,-0.825,0.6018,-1.6105,0.6018,-0.5454,-0.8853,0,0,0.164,-0.2707,0.1662,0.4346,1.1377,-0.2707,1.9973,1.4084,8.7711,-0.2707,6.4304,9.0418,8.7711,-6.496,-4.2044,15.2671,35,252,-0.2707,39,253,-0.2707,51,254,-0.2707,89,255,-0.2707,93,274,-0.2707
ETH-USDT,2026-01-10T04:43:42+00:00,2026-01-10T06:43:42+02:00,2026-01-10,data/history/2026-01-10/2026-01-10T04-43-42Z.json,1768017600,3087.48,96,-0.0492,-1.8486,-1.1681,-2.2587,1.429,2.2157,0.7267,-0.9794,0.4496,-1.7662,0.4496,-0.609,-0.9396,0,0,0.3174,-0.1179,0.3628,0.4353,2.0742,-0.1179,2.3547,2.1921,8.9377,-0.1179,6.5367,9.0556,8.9377,-6.3528,-3.991,15.2905,31,250,-0.1179,37,251,-0.1179,47,252,-0.1179,87,254,-0.1179,91,272,-0.1179
ETH-USDT,2026-01-10T05:33:28+00:00,2026-01-10T07:33:28+02:00,2026-01-10,data/history/2026-01-10/2026-01-10T05-33-28Z.json,1768021200,3085.17,96,-0.2654,-1.5914,-1.1493,-2.4119,1.4301,1.4301,0.6989,-1.055,0.375,-1.055,0.375,-0.6356,-0.9633,0,0,0.3951,-0.0431,0.4353,0.4382,2.2799,-0.0431,2.6498,2.323,9.0193,-0.0431,6.7734,9.0624,9.0193,-6.2826,-3.8737,15.3019,28,249,-0.0431,36,250,-0.0431,46,251,-0.0431,85,253,-0.0431,90,275,-0.0431
ETH-USDT,2026-01-10T06:44:52+00:00,2026-01-10T08:44:52+02:00,2026-01-10,data/history/2026-01-10/2026-01-10T06-44-52Z.json,1768024800,3087.97,96,-0.0615,-0.9866,-1.2055,-1.8508,1.2095,1.4288,0.6581,-0.7442,0.4654,-0.9634,0.4654,-0.4984,-0.8364,0,0,0.3041,-0.1337,0.4148,0.4378,2.1872,-0.1337,2.5279,2.3209,8.9204,-0.1337,6.6523,9.0542,8.9204,-6.3676,-4.0081,15.288,30,248,-0.1337,35,249,-0.1337,45,250,-0.1337,85,252,-0.1337,89,270,-0.1337
ETH-USDT,2026-01-10T07:28:49+00:00,2026-01-10T09:28:49+02:00,2026-01-10,data/history/2026-01-10/2026-01-10T07-28-49Z.json,1768028400,3093.39,96,0.0657,-0.0494,-0.9741,-1.258,1.2074,1.4263,0.6151,-0.5677,0.6398,-0.7865,0.6398,-0.2837,-0.6365,0,0,0.1283,-0.3087,0.1574,0.4371,2.0082,-0.3087,2.1995,2.3169,8.7296,-0.3087,6.4302,9.0383,8.7296,-6.5317,-4.2419,15.2613,31,247,-0.3087,34,248,-0.3087,46,249,-0.3087,84,250,-0.3087,88,269,-0.3087
ETH-USDT,2026-01-10T08:38:00+00:00,2026-01-10T10:38:00+02:00,2026-01-10,data/history/2026-01-10/2026-01-10T08-38-00Z.json,1768032000,3092.96,96,-0.054,0.0492,-0.7155,-1.4042,1.2076,1.4265,0.5895,-0.5816,0.6259,-0.8005,0.6259,-0.2677,-0.621,0,0,0.1423,-0.2949,0.2599,0.4371,2.0223,-0.2949,1.7682,2.3172,8.7447,-0.2949,6.5785,9.0396,8.7447,-6.5187,-4.3169,15.2634,30,246,-0.2949,33,247,-0.2949,45,248,-0.2949,83,249,-0.2949,87,268,-0.2949
ETH-USDT,2026-01-10T09:30:49+00:00,2026-01-10T11:30:49+02:00,2026-01-10,data/history/2026-01-10/2026-01-10T09-30-49Z.json,1768035600,3092.98,96,0.1311,-0.0168,-0.257,-0.9974,1.2076,1.4265,0.5553,-0.581,0.6266,-0.7999,0.6266,-0.2563,-0.5996,0,0,0.3204,-0.2955,0.4497,0.6159,2.0217,-0.2955,1.0298,2.3172,8.744,-0.2955,6.5784,9.0395,8.744,-6.5193,-4.1471,15.2633,29,245,-0.2955,32,246,-0.2955,44,247,-0.2955,82,248,-0.2955,86,267,-0.2955
ETH-USDT,2026-01-10T10:33:29+00:00,2026-01-10T12:33:29+02:00,2026-01-10,data/history/2026-01-10/2026-01-10T10-33-29Z.json,1768039200,3098.83,96,0.3676,0.3182,-0.0103,-1.0809,1.2053,1.4238,0.5257,-0.3911,0.8142,-0.6096,0.8142,-0.0753,-0.3931,0,0,0.131,-0.4837,0.3075,0.6147,1.8291,-0.4837,0.6828,2.3128,8.5387,-0.4837,6.5157,9.0224,8.5387,-6.6958,-4.4104,15.2345,30,244,-0.4837,41,244,-0.4837,78,245,-0.4837,82,246,-0.4837,85,266,-0.4837
ETH-USDT,2026-01-10T11:25:37+00:00,2026-01-10T13:25:37+02:00,2026-01-10,data/history/2026-01-10/2026-01-10T11-25-37Z.json,1768042800,3103.36,96,0.5091,0.3226,-0.0406,-0.8964,1.2035,1.4217,0.5015,-0.2446,0.959,-0.4627,0.959,0.0664,-0.2317,0,0,-0.0055,-0.629,0.1408,0.6235,1.6804,-0.629,0.5852,2.3094,8.3803,-0.629,6.3563,9.0093,8.3803,-6.8319,-4.4822,15.2122,30,11,-0.629,40,243,-0.629,77,244,-0.629,81,245,-0.629,84,251,-0.629
ETH-USDT,2026-01-10T12:58:06+00:00,2026-01-10T14:58:06+02:00,2026-01-10,data/history/2026-01-10/2026-01-10T12-58-06Z.json,1768046400,3103.36,96,0.4821,0.4366,0.2293,-0.5818,1.2035,1.4217,0.4934,-0.2446,0.959,-0.4627,0.959,0.0569,-0.2196,1,0,0.0499,-0.629,0.4437,0.6789,1.6804,-0.629,0.6242,2.3094,8.3803,-0.629,6.5439,9.0093,8.3803,-6.8319,-4.4697,15.2122,29,10,-0.629,39,242,-0.629,76,243,-0.629,80,244,-0.629,83,250,-0.629
ETH-USDT,2026-01-10T13:36:53+00:00,2026-01-10T15:36:53+02:00,2026-01-10,data/history/2026-01-10/2026-01-10T13-36-53Z.json,1768050000,3099.23,96,0.1888,0.2546,-0.3812,-0.1189,1.2051,1.4236,0.476,-0.3782,0.827,-0.5966,0.827,-0.0604,-0.3499,0,0,0.2936,-0.4966,0.5521,0.7902,1.8159,-0.4966,0.6773,2.3125,8.5247,-0.4966,6.6236,9.0213,8.5247,-6.7078,-4.3792,15.2325,27,241,-0.4966,38,241,-0.4966,75,242,-0.4966,79,243,-0.4966,82,263,-0.4966
ETH-USDT,2026-01-10T14:31:06+00:00,2026-01-10T16:31:06+02:00,2026-01-10,data/history/2026-01-10/2026-01-10T14-31-06Z.json,1768053600,3096.37,96,0.1103,0.0562,-0.0762,-0.0229,1.2063,1.4249,0.4716,-0.4709,0.7354,-0.6895,0.7354,-0.1494,-0.4414,0,0,0.427,-0.4047,0.6198,0.8316,1.91,-0.4047,0.7066,2.3146,8.6249,-0.4047,6.9252,9.0296,8.6249,-6.6216,-4.4517,15.2466,26,240,-0.4047,27,240,-0.4047,74,241,-0.4047,77,243,-0.4047,81,262,-0.4047
ETH-USDT,2026-01-10T15:29:34+00:00,2026-01-10T17:29:34+02:00,2026-01-10,data/history/2026-01-10/2026-01-10T15-29-34Z.json,1768057200,3095.13,96,-0.1246,0.2007,-1.5253,-0.5622,1.2067,1.4255,0.4488,-0.5111,0.6956,-0.7299,0.6956,-0.1251,-0.4696,0,0,0.4869,-0.3648,1.1596,0.8517,1.9508,-0.3648,1.0345,2.3156,8.6685,-0.3648,7.4045,9.0332,8.6685,-6.5842,-4.1052,15.2527,25,239,-0.3648,26,239,-0.3648,73,240,-0.3648,76,242,-0.3648,80,261,-0.3648
ETH-USDT,2026-01-10T16:36:13+00:00,2026-01-10T18:36:13+02:00,2026-01-10,data/history/2026-01-10/2026-01-10T16-36-13Z.json,1768060800,3097.57,96,-0.1853,0.3268,-1.5278,-0.8324,1.0021,1.4243,0.4261,-0.2282,0.7738,-0.6505,0.7738,0.0166,-0.3746,0,0,0.5775,-0.4433,1.6061,1.0208,1.8705,-0.4433,1.5809,2.3137,8.5829,-0.4433,7.5017,9.0261,8.5829,-6.6578,-4.3902,15.2407,24,238,-0.4433,35,238,-0.4433,72,239,-0.4433,75,241,-0.4433,79,260,-0.4433
ETH-USDT,2026-01-10T17:28:27+00:00,2026-01-10T19:28:27+02:00,2026-01-10,data/history/2026-01-10/2026-01-10T17-28-27Z.json,1768064400,3098.89,96,-0.144,0.3644,-1.1537,-1.286,0.7032,1.4237,0.4002,0.1129,0.8161,-0.6076,0.8161,0.1079,-0.3052,0,0,0.9197,-0.4857,1.1262,1.4053,1.8271,-0.4857,1.2314,2.3128,8.5366,-0.4857,7.3923,9.0223,8.5366,-6.6976,-4.2883,15.2342,23,237,-0.4857,34,237,-0.4857,71,238,-0.4857,75,239,-0.4857,78,259,-0.4857
ETH-USDT,2026-01-10T18:42:25+00:00,2026-01-10T20:42:25+02:00,2026-01-10,data/history/2026-01-10/2026-01-10T18-42-25Z.json,1768068000,3094.13,96,-0.2974,0.1833,-0.7891,-1.3207,0.6839,1.4259,0.3987,-0.0204,0.6635,-0.7624,0.6635,-0.0127,-0.4307,0,0,1.0749,-0.3326,1.0746,1.4075,1.9838,-0.3326,0.8222,2.3163,8.7036,-0.3326,7.3255,9.0361,8.7036,-6.554,-4.0609,15.2576,21,236,-0.3326,23,236,-0.3326,70,237,-0.3326,73,239,-0.3326,77,258,-0.3326
ETH-USDT,2026-01-10T19:25:06+00:00,2026-01-10T21:25:06+02:00,2026-01-10,data/history/2026-01-10/2026-01-10T19-25-06Z.json,1768071600,3093.93,96,-0.171,0.0175,-0.032,-1.1173,0.6839,1.426,0.3757,-0.0268,0.6571,-0.7689,0.6571,-0.0178,-0.4138,0,0,1.0815,-0.3261,1.2596,1.4076,1.9903,-0.3261,0.7101,2.3165,8.7106,-0.3261,7.2426,9.0367,8.7106,-6.548,-4.1947,15.2586,19,235,-0.3261,22,235,-0.3261,69,236,-0.3261,72,238,-0.3261,76,257,-0.3261
ETH-USDT,2026-01-10T20:32:37+00:00,2026-01-10T22:32:37+02:00,2026-01-10,data/history/2026-01-10/2026-01-10T20-32-37Z.json,1768075200,3093.47,96,-0.0937,0.0165,0.0657,-0.5814,0.4823,1.4262,0.3597,-0.0417,0.4406,-0.7839,0.6423,-0.0354,-0.4165,1,0,1.0965,-0.3113,0.9986,1.4078,2.0055,-0.3113,1.1114,2.3168,8.7268,-0.3113,7.33,9.0381,8.7268,-6.5341,-4.354,15.2609,18,234,-0.3113,21,235,-0.3113,33,236,-0.3113,71,237,-0.3113,75,256,-0.3113
ETH-USDT,2026-01-10T21:27:45+00:00,2026-01-10T23:27:45+02:00,2026-01-10,data/history/2026-01-10/2026-01-10T21-27-45Z.json,1768078800,3090.09,96,-0.2028,-0.2872,-0.1102,-1.0608,0.4828,1.4278,0.3575,-0.1511,0.3317,-0.8941,0.5336,-0.1401,-0.5032,0,0,1.2071,-0.2023,0.8789,1.4093,2.1171,-0.2023,0.5417,2.3193,8.8457,-0.2023,7.3587,9.048,8.8457,-6.4319,-4.3271,15.2775,16,233,-0.2023,20,234,-0.2023,32,235,-0.2023,70,237,-0.2023,74,255,-0.2023
ETH-USDT,2026-01-10T22:31:32+00:00,2026-01-11T00:31:32+02:00,2026-01-11,data/history/2026-01-11/2026-01-10T22-31-32Z.json,1768082400,3086.25,96,-0.3654,-0.5501,-0.089,-1.399,0.4834,1.4296,0.3588,-0.2757,0.2077,-1.0197,0.4099,-0.2605,-0.5976,0,0,1.333,-0.0175,1.1286,1.3505,2.2441,-0.0175,0.6879,2.2616,8.9811,-0.0175,7.3348,8.9986,8.9811,-6.3154,-3.9433,15.2966,11,232,-0.0175,19,233,-0.0175,29,234,-0.0175,69,236,-0.0175,73,254,-0.0175
ETH-USDT,2026-01-10T23:28:36+00:00,2026-01-11T01:28:36+02:00,2026-01-11,data/history/2026-01-11/2026-01-10T23-28-36Z.json,1768086000,3086.6,96,-0.3966,-0.5401,-0.2192,-1.1326,0.4834,1.4294,0.3548,-0.2644,0.219,-1.0082,0.4212,-0.2445,-0.565,0,0,1.3215,0.1724,1.2645,1.1492,2.2326,0.1341,0.3966,2.0984,8.9688,0.1341,7.1908,8.8346,8.9688,-6.3261,-3.9574,15.2948,10,231,0.0,18,232,0.0,28,233,0.0,68,235,0.0,72,253,0.0
ETH-USDT,2026-01-11T02:37:12+00:00,2026-01-11T04:37:12+02:00,2026-01-11,data/history/2026-01-11/2026-01-11T02-37-12Z.json,1768096800,3097.35,96,0.1254,0.0316,0.0879,-0.9178,0.4817,1.4244,0.305,0.0836,0.5653,-0.6577,0.7668,0.0862,-0.1491,1,0,0.9699,-0.0898,1.828,1.0596,1.8777,-0.2134,0.3532,2.0911,8.5906,-0.2134,6.7325,8.804,8.5906,-6.6512,-4.5048,15.2417,14,228,-0.0898,25,228,-0.0898,62,229,-0.2134,65,231,-0.2134,69,250,-0.2134
ETH-USDT,2026-01-11T04:16:14+00:00,2026-01-11T06:16:14+02:00,2026-01-11,data/history/2026-01-11/2026-01-11T04-16-14Z.json,1768104000,3098.68,96,0.2962,0.0358,0.3628,-0.8095,0.4744,1.4238,0.2806,0.1062,0.5806,-0.6145,0.8094,0.1027,-0.0732,1,0,1.7052,-0.1326,1.9847,1.8379,1.834,-0.2562,0.6667,2.0902,8.544,-0.2562,7.0804,8.8002,8.544,-6.6912,-4.895,15.2352,12,226,-0.1326,23,226,-0.1326,60,227,-0.2562,64,228,-0.2562,67,248,-0.2562
ETH-USDT,2026-01-11T05:37:15+00:00,2026-01-11T07:37:15+02:00,2026-01-11,data/history/2026-01-11/2026-01-11T05-37-15Z.json,1768107600,3098.87,96,0.3043,-0.0006,0.3637,-0.7103,0.5002,1.4237,0.268,0.0865,0.5867,-0.6083,0.8155,0.0933,-0.0524,1,0,1.8278,-0.1388,2.196,1.9665,1.8278,-0.2624,1.5402,2.0901,8.5373,-0.2624,6.9732,8.7997,8.5373,-6.697,-4.8505,15.2343,11,225,-0.1388,22,225,-0.1388,59,226,-0.2624,63,227,-0.2624,66,247,-0.2624
ETH-USDT,2026-01-11T06:46:47+00:00,2026-01-11T08:46:47+02:00,2026-01-11,data/history/2026-01-11/2026-01-11T06-46-47Z.json,1768111200,3100.78,96,0.26,0.2149,0.3986,-0.7957,0.4999,1.2045,0.2772,0.148,0.6479,-0.328,0.8766,0.1342,0.0238,1,0,1.765,-0.2003,2.1043,1.9653,1.765,-0.3238,1.1446,2.0888,8.4704,-0.3238,7.0053,8.7942,8.4704,-6.7544,-4.9381,15.2249,11,224,-0.2003,21,224,-0.2003,58,225,-0.3238,62,226,-0.3238,65,232,-0.3238
ETH-USDT,2026-01-11T07:30:45+00:00,2026-01-11T09:30:45+02:00,2026-01-11,data/history/2026-01-11/2026-01-11T07-30-45Z.json,1768114800,3098.26,96,0.0943,0.14,0.1574,-0.8182,0.5003,1.2055,0.2727,0.0668,0.5671,-0.4096,0.7959,0.0462,-0.0403,1,0,1.8478,0.0884,2.0389,1.7594,1.8478,-0.2427,1.1987,2.0905,8.5587,-0.2427,7.0227,8.8014,8.5587,-6.6786,-4.9702,15.2373,9,223,0.0,20,223,0.0,57,224,-0.2427,60,225,-0.2427,64,245,-0.2427
ETH-USDT,2026-01-11T08:38:09+00:00,2026-01-11T10:38:09+02:00,2026-01-11,data/history/2026-01-11/2026-01-11T08-38-09Z.json,1768118400,3101.0,96,0.1178,0.2434,0.2599,-0.4574,0.4998,1.2045,0.2689,0.1551,0.655,-0.3209,0.8836,0.1239,0.0577,1,0,1.7578,0.1022,1.5044,1.6556,1.7578,-0.3309,1.03,2.0887,8.4628,-0.3309,6.7888,8.7936,8.4628,-6.761,-5.031,15.2238,9,222,0.0,19,222,0.0,56,223,-0.3309,60,224,-0.3309,63,230,-0.3309
ETH-USDT,2026-01-11T09:31:32+00:00,2026-01-11T11:31:32+02:00,2026-01-11,data/history/2026-01-11/2026-01-11T09-31-32Z.json,1768122000,3106.89,96,0.307,0.5437,0.2549,0.1916,0.7145,1.2022,0.2611,0.1287,0.8433,-0.1307,1.0715,0.2938,0.2389,1,1,1.5649,-0.0875,0.5774,1.6525,1.5649,-0.5198,1.3419,2.0847,8.2571,-0.5198,7.0138,8.7769,8.2571,-6.9378,-5.4897,15.1949,8,32,-0.0875,18,221,-0.0875,55,222,-0.5198,61,223,-0.5198,62,229,-0.5198
ETH-USDT,2026-01-11T10:34:05+00:00,2026-01-11T12:34:05+02:00,2026-01-11,data/history/2026-01-11/2026-01-11T10-34-05Z.json,1768125600,3108.36,96,0.302,0.6095,0.1624,0.2972,0.6949,1.2016,0.2633,0.1953,0.8902,-0.0833,1.1183,0.331,0.2785,1,1,1.5169,-0.1348,0.3742,1.6517,1.5169,-0.5669,1.0797,2.0837,8.2059,-0.5669,6.9706,8.7728,8.2059,-6.9818,-5.1654,15.1878,7,31,-0.1348,17,220,-0.1348,54,221,-0.5669,60,222,-0.5669,61,228,-0.5669
ETH-USDT,2026-01-11T11:26:26+00:00,2026-01-11T13:26:26+02:00,2026-01-11,data/history/2026-01-11/2026-01-11T11-26-26Z.json,1768129200,3107.73,96,0.1847,0.591,0.1408,0.1002,0.724,1.2018,0.2565,0.1461,0.8701,-0.1036,1.0982,0.3048,0.256,1,1,1.5375,-0.0837,0.4437,1.6211,1.5375,-0.5467,1.0101,2.0842,8.2279,-0.5467,7.0161,8.7746,8.2279,-6.963,-5.1948,15.1908,6,30,0.0,16,219,-0.046,53,220,-0.5467,59,221,-0.5467,60,227,-0.5467
ETH-USDT,2026-01-11T12:59:28+00:00,2026-01-11T14:59:28+02:00,2026-01-11,data/history/2026-01-11/2026-01-11T12-59-28Z.json,1768132800,3117.13,96,0.5273,0.7886,0.4437,0.674,0.777,1.1982,0.2521,0.392,1.169,0.1983,1.3965,0.5896,0.5452,1,1,1.2313,-0.385,0.1797,1.6162,1.2313,-0.8466,0.6689,2.0779,7.9015,-0.8466,6.7376,8.7481,7.9015,-7.2435,-5.5217,15.145,15,29,-0.3474,15,218,-0.3474,55,219,-0.8466,59,220,-0.8466,59,226,-0.8466
ETH-USDT,2026-01-11T13:37:57+00:00,2026-01-11T15:37:57+02:00,2026-01-11,data/history/2026-01-11/2026-01-11T13-37-57Z.json,1768136400,3116.34,96,0.5836,0.6784,0.5521,0.1688,0.8869,1.1985,0.2542,0.257,1.144,0.173,1.3715,0.5409,0.5161,1,1,1.2569,-0.3597,0.1245,1.6166,1.2569,-0.8215,0.601,2.0784,7.9289,-0.8215,6.6155,8.7503,7.9289,-7.22,-5.5273,15.1489,14,28,-0.3222,14,217,-0.3222,54,218,-0.8215,58,219,-0.8215,58,225,-0.8215
ETH-USDT,2026-01-11T14:30:52+00:00,2026-01-11T16:30:52+02:00,2026-01-11,data/history/2026-01-11/2026-01-11T14-30-52Z.json,1768140000,3115.56,96,0.2391,0.5879,0.6198,0.5431,0.9276,1.1988,0.2541,0.1916,1.1192,0.148,1.3468,0.4899,0.4796,1,1,1.2823,-0.4134,0.0863,1.6957,1.2823,-0.7966,1.5747,2.0789,7.9559,-0.7966,7.4475,8.7525,7.9559,-7.1968,-5.5505,15.1527,13,27,-0.2972,13,216,-0.2972,52,217,-0.7966,56,218,-0.7966,57,224,-0.7966
ETH-USDT,2026-01-11T16:36:45+00:00,2026-01-11T18:36:45+02:00,2026-01-11,data/history/2026-01-11/2026-01-11T16-36-45Z.json,1768147200,3147.32,96,1.2534,1.5592,1.6061,0.0537,1.1047,1.33,0.2959,1.0123,2.117,1.0123,2.3423,1.3807,1.5017,1,1,0.2602,-1.4183,-0.0248,1.6786,0.7835,-1.7977,1.5601,2.5812,6.8665,-1.7977,6.0499,8.6642,6.8665,-8.1809,-6.9742,15.0474,48,1,-1.7977,51,4,-1.7977,55,214,-1.7977,55,215,-1.7977,55,222,-1.7977
